id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
11,ETIC Solution Architecture Director,PwC,Solution Architecture,Egypt,Egypt,Cairo,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1
12,Cloud Architect Section Head,eFinance,Cloud & Platforms,Egypt,Egypt,Giza,High,Available,Listed 2 days ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1
13,Enterprise Architect,Veeam Software,Enterprise Architecture,Egypt,Egypt,Egypt,High,Available,Listed 1 week ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1
14,Solution Architect - Technical Governance Lead,Konecta,Solution Architecture,Egypt,Egypt,New Cairo,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://www.linkedin.com/jobs/konecta-jobs-worldwide?f_AL=true
15,Solution Architect,Konecta,Solution Architecture,Egypt,Egypt,New Cairo,High,Available,Listed 1 week ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://www.linkedin.com/jobs/konecta-jobs-worldwide?f_AL=true
16,Health Informatics Supervisor,eHealth,Healthcare IT,Egypt,Egypt,Giza,High,Available,Listed 1 week ago - no longer accepting,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn,https://eg.linkedin.com/jobs/view/health-informatics-supervisor-at-ehealth-4437768572
61,Enterprise Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Architect&sortBy=DD&location=Egypt
62,Enterprise Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Enterprise+Architect&a=navbl
63,Enterprise Architect — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Enterprise%20Architect-jobs/
64,Enterprise Architect — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Enterprise+Architect+jobs+posted+this+week
65,Solution Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=Egypt
66,Solution Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Solution+Architect&a=navbl
67,Solution Architect — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Solution%20Architect-jobs/
68,Solution Architect — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Solution+Architect+jobs+posted+this+week
69,Digital Transformation Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Digital+Transformation+Manager&sortBy=DD&location=Egypt
70,Digital Transformation Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Digital+Transformation+Manager&a=navbl
71,Digital Transformation Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Digital%20Transformation%20Manager-jobs/
72,Digital Transformation Manager — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Digital+Transformation+Manager+jobs+posted+this+week
73,IT Director — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Egypt
74,IT Director — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=IT+Director&a=navbl
75,IT Director — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/IT%20Director-jobs/
76,IT Director — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+IT+Director+jobs+posted+this+week
77,Head of Technology — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Head+of+Technology&sortBy=DD&location=Egypt
78,Head of Technology — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Head+of+Technology&a=navbl
79,Head of Technology — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Head%20of%20Technology-jobs/
80,Head of Technology — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Head+of+Technology+jobs+posted+this+week
81,Technology Director — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Technology+Director&sortBy=DD&location=Egypt
82,Technology Director — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Technology+Director&a=navbl
83,Technology Director — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Technology%20Director-jobs/
84,Technology Director — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Technology+Director+jobs+posted+this+week
85,IT Strategy Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=IT+Strategy+Manager&sortBy=DD&location=Egypt
86,IT Strategy Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=IT+Strategy+Manager&a=navbl
87,IT Strategy Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/IT%20Strategy%20Manager-jobs/
88,IT Strategy Manager — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+IT+Strategy+Manager+jobs+posted+this+week
89,Data Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Data+Architect&sortBy=DD&location=Egypt
90,Data Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Data+Architect&a=navbl
91,Data Architect — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Data%20Architect-jobs/
92,Data Architect — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Data+Architect+jobs+posted+this+week
93,Data Governance Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Data+Governance+Manager&sortBy=DD&location=Egypt
94,Data Governance Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Data+Governance+Manager&a=navbl
95,Data Governance Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Data%20Governance%20Manager-jobs/
96,Data Governance Manager — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Data+Governance+Manager+jobs+posted+this+week
97,Chief Data Officer — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=Egypt
98,Chief Data Officer — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Chief+Data+Officer&a=navbl
99,Chief Data Officer — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Chief%20Data%20Officer-jobs/
100,Chief Data Officer — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Chief+Data+Officer+jobs+posted+this+week
101,Healthcare IT Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Healthcare+IT+Manager&sortBy=DD&location=Egypt
102,Healthcare IT Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Healthcare+IT+Manager&a=navbl
103,Healthcare IT Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Healthcare%20IT%20Manager-jobs/
104,Healthcare IT Manager — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Healthcare+IT+Manager+jobs+posted+this+week
105,Health Informatics — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Health+Informatics&sortBy=DD&location=Egypt
106,Health Informatics — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Health+Informatics&a=navbl
107,Health Informatics — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Health%20Informatics-jobs/
108,Health Informatics — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Health+Informatics+jobs+posted+this+week
109,Digital Health — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Digital+Health&sortBy=DD&location=Egypt
110,Digital Health — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Digital+Health&a=navbl
111,Digital Health — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Digital%20Health-jobs/
112,Digital Health — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Digital+Health+jobs+posted+this+week
113,Technical Program Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Technical+Program+Manager&sortBy=DD&location=Egypt
114,Technical Program Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Technical+Program+Manager&a=navbl
115,Technical Program Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Technical%20Program%20Manager-jobs/
116,Technical Program Manager — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Technical+Program+Manager+jobs+posted+this+week
117,IT Portfolio Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=IT+Portfolio+Manager&sortBy=DD&location=Egypt
118,IT Portfolio Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=IT+Portfolio+Manager&a=navbl
119,IT Portfolio Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/IT%20Portfolio%20Manager-jobs/
120,IT Portfolio Manager — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+IT+Portfolio+Manager+jobs+posted+this+week
121,PMO Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=PMO+Manager&sortBy=DD&location=Egypt
122,PMO Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=PMO+Manager&a=navbl
123,PMO Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/PMO%20Manager-jobs/
124,PMO Manager — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+PMO+Manager+jobs+posted+this+week
125,Cloud Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=Egypt
126,Cloud Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Cloud+Architect&a=navbl
127,Cloud Architect — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Cloud%20Architect-jobs/
128,Cloud Architect — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Cloud+Architect+jobs+posted+this+week
129,Integration Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Integration+Architect&sortBy=DD&location=Egypt
130,Integration Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Integration+Architect&a=navbl
131,Integration Architect — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Integration%20Architect-jobs/
132,Integration Architect — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Integration+Architect+jobs+posted+this+week
133,Enterprise Applications Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Applications+Manager&sortBy=DD&location=Egypt
134,Enterprise Applications Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Enterprise+Applications+Manager&a=navbl
135,Enterprise Applications Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Enterprise%20Applications%20Manager-jobs/
136,Enterprise Applications Manager — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Enterprise+Applications+Manager+jobs+posted+this+week
137,Cybersecurity Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Cybersecurity+Manager&sortBy=DD&location=Egypt
138,Cybersecurity Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Cybersecurity+Manager&a=navbl
139,Cybersecurity Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,Medium,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Cybersecurity%20Manager-jobs/
