id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
11,ETIC Solution Architecture Director,PwC,Solution Architecture,Egypt,Egypt,Cairo,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1
12,Cloud Architect Section Head,eFinance,Cloud & Platforms,Egypt,Egypt,Giza,High,Available,Listed 2 days ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1
13,Enterprise Architect,Veeam Software,Enterprise Architecture,Egypt,Egypt,Egypt,High,Available,Listed 1 week ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1
14,Solution Architect - Technical Governance Lead,Konecta,Solution Architecture,Egypt,Egypt,New Cairo,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://www.linkedin.com/jobs/konecta-jobs-worldwide?f_AL=true
15,Solution Architect,Konecta,Solution Architecture,Egypt,Egypt,New Cairo,High,Available,Listed 1 week ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://www.linkedin.com/jobs/konecta-jobs-worldwide?f_AL=true
16,Health Informatics Supervisor,eHealth,Healthcare IT,Egypt,Egypt,Giza,High,Available,Listed 1 week ago - no longer accepting,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn,https://eg.linkedin.com/jobs/view/health-informatics-supervisor-at-ehealth-4437768572
17,Enterprise Architecture Manager,Linnk Group,Enterprise Architecture,GCC,Saudi Arabia,Riyadh,High,Available,Listed 6 hours ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/it-leadership-jobs
18,Principal GRC Consultant,Innovative Solutions SA,Cybersecurity,GCC,Saudi Arabia,Riyadh,High,Available,Listed 1 day ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/it-leadership-jobs
19,"Solution Architect - Senior Manager, GCC Lead",Visa,Solution Architecture,GCC,Saudi Arabia,Riyadh,High,Available,Listed 1 week ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/saudi-payments-jobs?countryRedirected=1
20,Digital Transformation Advisor,HUED,Digital Transformation,GCC,Saudi Arabia,Riyadh,High,Available,Listed 1 hour ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/digital-transformation-advisor-jobs?countryRedirected=1
21,Solution Architect - Enterprise,Riyadh Air,Solution Architecture,GCC,Saudi Arabia,Riyadh,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/digital-transformation-advisor-jobs?countryRedirected=1
22,Technology Architect,Devoteam,Solution Architecture,GCC,Saudi Arabia,Riyadh,High,Available,Listed 1 week ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/digital-transformation-advisor-jobs?countryRedirected=1
23,Solution Enterprise Architect,CoorB,Enterprise Architecture,GCC,Saudi Arabia,Riyadh,High,Available,Listed 1 day ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/digital-transformation-advisor-jobs?countryRedirected=1
24,Enterprise Solutions Architect - Presales Expert,DXC Technology,Enterprise Architecture,GCC,Saudi Arabia,Riyadh,High,Available,Listed 1 day ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/digital-transformation-advisor-jobs?countryRedirected=1
25,AI Go-to-Market Solution Architect,NTT DATA,AI & Automation,GCC,Saudi Arabia,Riyadh,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/digital-transformation-advisor-jobs?countryRedirected=1
26,Manager - IT Strategy and Planning,Qiddiya,IT Leadership,GCC,Saudi Arabia,Riyadh,High,Available,Listed 5 days ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/digital-transformation-advisor-jobs?countryRedirected=1
27,Senior Manager - Enterprise Architect,Mace,Enterprise Architecture,GCC,Saudi Arabia,Riyadh,High,Available,Listed 5 days ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/senior-manager-consulting-services-jobs?countryRedirected=1
28,Principal Smart & Digital Consultant,WSP,Digital Transformation,GCC,Saudi Arabia,Riyadh,High,Available,Listed 6 days ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/senior-manager-consulting-services-jobs?countryRedirected=1
29,Digital Services Senior Manager,Takامل Holding,Digital Transformation,GCC,Saudi Arabia,Riyadh,High,Available,Listed 3 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/it-leadership-jobs
30,Enterprise Applications & Digital Transformation Manager,Sunbulah Group,Digital Transformation,GCC,Saudi Arabia,Jeddah,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/it-leadership-jobs
31,Smart City IT Lead Consultant,JLL,Digital Transformation,GCC,Saudi Arabia,Riyadh,High,Available,Listed 3 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://sa.linkedin.com/jobs/it-leadership-jobs
32,"Pre-Sales Solution Architect - Smart Cities, IoT & Digital Twin",Confidential,Solution Architecture,GCC,United Arab Emirates,Abu Dhabi,High,Available,Listed 6 days ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn,https://ae.linkedin.com/jobs/view/pre-sales-solution-architect-%E2%80%93-smart-cities-iot-digital-twin-at-confidential-4434839063
33,Lead Solution Architect,EWEC,Solution Architecture,GCC,United Arab Emirates,Abu Dhabi,High,Available,Current listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn,https://www.linkedin.com/jobs/view/4410476041/
34,Enterprise Solutions Architect - Presales Expert,DXC Technology,Enterprise Architecture,GCC,United Arab Emirates,Dubai,High,Available,Listed 2 days ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn,https://ae.linkedin.com/jobs/view/enterprise-solutions-architect-presales-expert-at-dxc-technology-4427440228
35,Digital Transformation Manager / Solution Architect,Union Properties / Tetra Edge,Digital Transformation,GCC,United Arab Emirates,Dubai,High,Available,Urgent hiring reposted 4 days ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn post,https://ae.linkedin.com/in/mohammed-hashim-1a13665b
36,Enterprise and Solution Architect,Nagarro,Enterprise Architecture,GCC,Oman,Muscat,High,Available,Listed 2 days ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn,https://om.linkedin.com/jobs/view/enterpise-and-solution-architect-at-nagarro-4436993214
37,Senior Presales Digital Transformation Solutions Architect,stc Kuwait,Digital Transformation,GCC,Kuwait,Kuwait,High,Available,Posted 10 Jun 2026,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn,https://www.linkedin.com/jobs/view/4427100248/
38,Digital Office Manager,QAFCO,Digital Transformation,GCC,Qatar,Doha,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://www.linkedin.com/jobs/aramco-digital-jobs-worldwide
39,Digital Transformation & Business Technology Group Director,Victory Farms,IT Leadership,Africa,Kenya,Nairobi,High,Available,Listed 4 days ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://ke.linkedin.com/jobs/it-director-jobs
40,"Director, Digital Health and Informatics",Last Mile Health,Healthcare IT,Africa,Kenya,Kenya,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://ke.linkedin.com/jobs/it-director-jobs
41,ICT Specialist - Data & Digital Innovation,ICRC,Data & Governance,Africa,Kenya,Nairobi,High,Available,Listed 1 week ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://ke.linkedin.com/jobs/it-director-jobs
42,Digital Transformation Project Manager,World Vision,Programme & Delivery,Africa,Kenya,Kenya,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://ke.linkedin.com/jobs/it-director-jobs
43,ServiceNow System Administrator,International Rescue Committee,Enterprise Applications,Africa,Kenya,Nairobi,Medium,Available,Listed 17 hours ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://ke.linkedin.com/jobs/it-director-jobs
44,Head of Engineering - Digital Experience,Watu Credit,IT Leadership,Africa,Kenya,Nairobi,High,Available,Listed 2 days ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://ke.linkedin.com/jobs/digital-transformation-jobs
45,Senior Customs Digitalisation / Transit Systems Expert,NTU International,Digital Transformation,Africa,Kenya,Nairobi,High,Available,Listed 1 week ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://ke.linkedin.com/jobs/digital-transformation-jobs
46,Head of Data & Analytics,Millar Cameron client,Data & Governance,Africa,Kenya,Nairobi,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://ke.linkedin.com/jobs/digital-transformation-jobs
47,Enterprise Architect Lead,Securitas Security Services Europe,Enterprise Architecture,Africa,Kenya,Kenya,High,Available,Listed 1 week ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://ke.linkedin.com/jobs/digital-transformation-jobs
48,"Regional Partner, Africa - Digital Transformation",Accion,Digital Transformation,Africa,Kenya,Nairobi,High,Available,Listed 2 weeks ago,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",LinkedIn current search,https://ke.linkedin.com/jobs/it-director-jobs
49,Solution Architecture Manager,Canonical,Solution Architecture,Remote / Global,Worldwide,Worldwide Remote,High,Available,Current official careers listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",Canonical,https://canonical.com/careers/all?search=public+cloud
50,Cloud Solutions Architect - Alliances,Canonical,Solution Architecture,Remote / Global,Worldwide,Worldwide Remote,High,Available,Current official careers listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",Canonical,https://canonical.com/careers/all?search=cloud
51,Solutions Architect for Automotive,Canonical,Solution Architecture,Remote / Global,Worldwide,Worldwide Remote,High,Available,Current official careers listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",Canonical,https://canonical.com/careers/all?search=cloud
52,Cloud Professional Services Manager,Canonical,IT Leadership,Remote / Global,Worldwide,Worldwide Remote,High,Available,Current official careers listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",Canonical,https://canonical.com/careers/all?search=Home+based
53,Cloud Field Engineering Manager,Canonical,IT Leadership,Remote / Global,Worldwide,Worldwide Remote,High,Available,Current official careers listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",Canonical,https://canonical.com/careers/all?search=cloud
54,Lead Data Governance Engineer,Canonical,Data & Governance,Remote / Global,Worldwide,EMEA Remote,High,Available,Current official careers listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",Canonical,https://canonical.com/careers/all?search=App
55,Engineering Manager - Data Platform,Canonical,Data & Governance,Remote / Global,Worldwide,Worldwide Remote,High,Available,Current official careers listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",Canonical,https://canonical.com/careers/all?search=App
56,"Senior Solutions Architect, AI / Core DevOps - EMEA",GitLab,Solution Architecture,Remote / Global,Worldwide,Remote United Kingdom / EMEA,High,Available,Current official jobs listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",GitLab,https://about.gitlab.com/jobs/all-jobs/
57,"Senior Solutions Architect, MEA",GitLab,Solution Architecture,GCC,United Arab Emirates,Remote UAE,High,Available,Current official jobs listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",GitLab,https://about.gitlab.com/jobs/all-jobs/
58,Solution/Enterprise Architect - Martech Consolidation,Exadel,Enterprise Architecture,Remote / Global,Worldwide,Remote / contract,High,Available,Current Greenhouse listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",Greenhouse,https://job-boards.greenhouse.io/externaljobboards/jobs/6109259004
59,"Enterprise Architect, Data Integration and BI",Myers-Holum,Enterprise Architecture,Remote / Global,Worldwide,Remote / location dependent,High,Available,Current Greenhouse listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",Greenhouse,https://job-boards.greenhouse.io/mhi/jobs/6571212003
60,Transformation Architect - Northern Europe,Zscaler,Enterprise Architecture,Remote / Global,Worldwide,Remote Northern Europe,High,Available,Remote listing,2026-07-20,"Verify eligibility, deadline and work authorization on the linked source before applying.",Greenhouse,https://job-boards.greenhouse.io/zscaler/jobs/4998839007
61,Enterprise Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Architect&sortBy=DD&location=Egypt
62,Enterprise Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Enterprise+Architect&a=navbl
63,Enterprise Architect — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Enterprise%20Architect-jobs/
64,Enterprise Architect — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Enterprise+Architect+jobs+posted+this+week
65,Solution Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=Egypt
66,Solution Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Solution+Architect&a=navbl
67,Solution Architect — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Solution%20Architect-jobs/
68,Solution Architect — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Solution+Architect+jobs+posted+this+week
69,Digital Transformation Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Digital+Transformation+Manager&sortBy=DD&location=Egypt
70,Digital Transformation Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Digital+Transformation+Manager&a=navbl
71,Digital Transformation Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Digital%20Transformation%20Manager-jobs/
72,Digital Transformation Manager — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Digital+Transformation+Manager+jobs+posted+this+week
73,IT Director — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Egypt
74,IT Director — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=IT+Director&a=navbl
75,IT Director — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/IT%20Director-jobs/
76,IT Director — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+IT+Director+jobs+posted+this+week
77,Head of Technology — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Head+of+Technology&sortBy=DD&location=Egypt
78,Head of Technology — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Head+of+Technology&a=navbl
79,Head of Technology — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Head%20of%20Technology-jobs/
80,Head of Technology — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Head+of+Technology+jobs+posted+this+week
81,Technology Director — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Technology+Director&sortBy=DD&location=Egypt
82,Technology Director — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Technology+Director&a=navbl
83,Technology Director — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Technology%20Director-jobs/
84,Technology Director — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Technology+Director+jobs+posted+this+week
85,IT Strategy Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=IT+Strategy+Manager&sortBy=DD&location=Egypt
86,IT Strategy Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=IT+Strategy+Manager&a=navbl
87,IT Strategy Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/IT%20Strategy%20Manager-jobs/
88,IT Strategy Manager — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+IT+Strategy+Manager+jobs+posted+this+week
89,Data Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Data+Architect&sortBy=DD&location=Egypt
90,Data Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Data+Architect&a=navbl
91,Data Architect — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Data%20Architect-jobs/
92,Data Architect — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Data+Architect+jobs+posted+this+week
93,Data Governance Manager — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Data+Governance+Manager&sortBy=DD&location=Egypt
94,Data Governance Manager — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Data+Governance+Manager&a=navbl
95,Data Governance Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Bayt,https://www.bayt.com/en/egypt/jobs/Data%20Governance%20Manager-jobs/
96,Data Governance Manager — Google Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Google,https://www.google.com/search?q=Egypt+Data+Governance+Manager+jobs+posted+this+week
97,Chief Data Officer — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",LinkedIn,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=Egypt
98,Chief Data Officer — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Egypt,Live / varies,High,Available,Live search sorted toward newest results,2026-07-20,"Egypt live-search pack. This is a live search link, not one fixed vacancy.",Wuzzuf,https://wuzzuf.net/search/jobs/?q=Chief+Data+Officer&a=navbl
