id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
25,Mauritania Ministry of Civil Service,Civil-service information,Civil Service Portal,Africa,Mauritania,,,Not Available,,2026-07-20,Official ministry site,,https://www.fonctionpublique.gov.mr/
26,Libya Ministry of Labour and Rehabilitation,Employment and government notices,Government Competitions & Notices,Africa,Libya,,,Not Available,,2026-07-20,Official ministry site,,https://labour.gov.ly/
27,Sudan Ministry of Labour and Administrative Reform,Employment and public-service notices,Government Competitions & Notices,Africa,Sudan,,,Not Available,,2026-07-20,Official ministry site,,https://mol.gov.sd/
28,Somalia National Civil Service Commission,Civil-service recruitment,Civil Service Portal,Africa,Somalia,,,Not Available,,2026-07-20,Official commission,,https://ncsc.gov.so/
29,Djibouti Ministry of Labour,Employment and public-service notices,Government Competitions & Notices,Africa,Djibouti,,,Not Available,,2026-07-20,Official ministry,,https://travail.gouv.dj/
30,Comoros Public Service,Civil-service information,Civil Service Portal,Indian Ocean,Comoros,,,Not Available,,2026-07-20,Official public-service portal,,https://fonctionpublique.gouv.km/
31,South African Government Jobs,Government vacancies,Government Jobs Portal,Africa,South Africa,,,Not Available,,2026-07-20,Public Service Vacancy Circular and department vacancies,,https://www.gov.za/jobs
32,South Africa Government Jobs This Week,Weekly vacancy circular,Government Competitions & Notices,Africa,South Africa,,,Not Available,,2026-07-20,Weekly official public-service circular,,https://www.gov.za/government-jobs-week
33,South African Parliament Careers,Parliamentary careers,Official Public-Sector Careers,Africa,South Africa,,,Not Available,,2026-07-20,Official parliament recruitment,,https://www.parliament.gov.za/careers-parliament
34,Kenya Public Service Commission Jobs,Public-service recruitment,Civil Service Portal,Africa,Kenya,,,Not Available,,2026-07-20,Official Public Service Commission,,https://www.publicservice.go.ke/
35,Kenya Public Service Commission Jobs Portal,Online job applications,Official Public-Sector Careers,Africa,Kenya,,,Not Available,,2026-07-20,Official PSC recruitment portal,,https://www.psckjobs.go.ke/
36,Nigeria Federal Civil Service Commission,Federal civil-service recruitment,Civil Service Portal,Africa,Nigeria,,,Not Available,,2026-07-20,Official commission,,https://fedcivilservice.gov.ng/
37,Nigeria Civil Service Job Portal,Federal recruitment information,Official Public-Sector Careers,Africa,Nigeria,,,Not Available,,2026-07-20,Monitor official notices,,https://www.fedcivilservice.gov.ng/
38,Ghana Public Services Commission,Public-service recruitment,Civil Service Portal,Africa,Ghana,,,Not Available,,2026-07-20,Official commission,,https://psc.gov.gh/
39,Rwanda Public Service Recruitment Portal,Government e-recruitment,Government Jobs Portal,Africa,Rwanda,,,Not Available,,2026-07-20,Official MIFOTRA recruitment portal,,https://recruitment.mifotra.gov.rw/
40,Uganda Public Service Commission,Public-service recruitment,Civil Service Portal,Africa,Uganda,,,Not Available,,2026-07-20,Official commission,,https://www.psc.go.ug/
41,Uganda ESC Job Portal,Education-sector recruitment,Public Education Recruitment,Africa,Uganda,,,Not Available,,2026-07-20,Education Service Commission,,https://www.esc.go.ug/
42,Tanzania Public Service Recruitment Secretariat,Government jobs portal,Government Jobs Portal,Africa,Tanzania,,,Not Available,,2026-07-20,Official recruitment secretariat,,https://www.ajira.go.tz/
43,Tanzania Ajira Recruitment Portal,Online government applications,Government Jobs Portal,Africa,Tanzania,,,Not Available,,2026-07-20,Official application portal,,https://portal.ajira.go.tz/
44,Ethiopia Federal Civil Service Commission,Civil-service information,Civil Service Portal,Africa,Ethiopia,,,Not Available,,2026-07-20,Official federal commission,,https://www.fsc.gov.et/
45,Zambia Public Service Management Division,Public-service recruitment,Civil Service Portal,Africa,Zambia,,,Not Available,,2026-07-20,Official public-service division,,https://www.psmd.gov.zm/
46,Zambia Government e-Recruitment,Government recruitment portal,Government Jobs Portal,Africa,Zambia,,,Not Available,,2026-07-20,Official e-recruitment system,,https://erecruitment.zambia.gov.zm/
47,Zimbabwe Public Service Commission,Public-service recruitment,Civil Service Portal,Africa,Zimbabwe,,,Not Available,,2026-07-20,Official commission,,https://www.psc.gov.zw/
48,Botswana Government Vacancies,Government vacancies,Government Jobs Portal,Africa,Botswana,,,Not Available,,2026-07-20,Official government vacancy page,,https://www.gov.bw/vacancies
49,Namibia Government Vacancies,Government vacancies,Government Jobs Portal,Africa,Namibia,,,Not Available,,2026-07-20,Official government portal,,https://www.gov.na/vacancies
50,Malawi Civil Service Commission,Civil-service recruitment,Civil Service Portal,Africa,Malawi,,,Not Available,,2026-07-20,Official commission,,https://www.csc.gov.mw/
51,Mozambique Public Administration Portal,Public-service information,Civil Service Portal,Africa,Mozambique,,,Not Available,,2026-07-20,Official public-administration portal,,https://www.portaldofuncionariopublico.gov.mz/
52,"Angola Ministry of Public Administration, Labour and Social Security",Employment and public-service notices,Government Competitions & Notices,Africa,Angola,,,Not Available,,2026-07-20,Official ministry,,https://www.mapess.gov.ao/
53,DR Congo Ministry of Public Service,Public-service recruitment,Civil Service Portal,Africa,Democratic Republic of the Congo,,,Not Available,,2026-07-20,Official ministry,,https://fonctionpublique.gouv.cd/
54,Republic of Congo Public Service,Civil-service information,Civil Service Portal,Africa,Republic of the Congo,,,Not Available,,2026-07-20,Official portal,,https://fonction-publique.gouv.cg/
55,Gabon Public Service,Civil-service recruitment,Civil Service Portal,Africa,Gabon,,,Not Available,,2026-07-20,Official portal,,https://fonction-publique.gouv.ga/
56,Cameroon Ministry of Public Service,Civil-service competitions,Government Competitions & Notices,Africa,Cameroon,,,Not Available,,2026-07-20,Official ministry,,https://www.minfopra.gov.cm/
57,Côte d'Ivoire Ministry of Public Service,Civil-service recruitment,Civil Service Portal,Africa,Côte d'Ivoire,,,Not Available,,2026-07-20,Official ministry,,https://www.fonctionpublique.gouv.ci/
58,Senegal Ministry of Public Service,Civil-service recruitment,Civil Service Portal,Africa,Senegal,,,Not Available,,2026-07-20,Official ministry,,https://www.fonctionpublique.gouv.sn/
59,Mali Ministry of Public Service,Civil-service recruitment,Civil Service Portal,Africa,Mali,,,Not Available,,2026-07-20,Official ministry,,https://www.fonctionpublique.gouv.ml/
60,Burkina Faso e-Concours,Government competitions,Government Competitions & Notices,Africa,Burkina Faso,,,Not Available,,2026-07-20,Official competitions portal,,https://www.econcours.gov.bf/
61,Benin Public Competitions Portal,Government competitions,Government Competitions & Notices,Africa,Benin,,,Not Available,,2026-07-20,Official competitions portal,,https://www.concours.bj/
62,Togo Ministry of Public Service,Civil-service recruitment,Civil Service Portal,Africa,Togo,,,Not Available,,2026-07-20,Official ministry,,https://fonctionpublique.gouv.tg/
63,Niger Ministry of Public Service,Civil-service information,Civil Service Portal,Africa,Niger,,,Not Available,,2026-07-20,Official ministry,,https://www.fonctionpublique.gouv.ne/
64,Guinea Ministry of Labour and Public Service,Civil-service recruitment,Civil Service Portal,Africa,Guinea,,,Not Available,,2026-07-20,Official ministry,,https://fonctionpublique.gov.gn/
65,Sierra Leone Public Service Commission,Public-service recruitment,Civil Service Portal,Africa,Sierra Leone,,,Not Available,,2026-07-20,Official commission,,https://psc.gov.sl/
66,Liberia Civil Service Agency,Civil-service recruitment,Civil Service Portal,Africa,Liberia,,,Not Available,,2026-07-20,Official agency,,https://csa.gov.lr/
67,Gambia Public Service Commission,Public-service recruitment,Civil Service Portal,Africa,Gambia,,,Not Available,,2026-07-20,Official commission,,https://psc.gov.gm/
68,Mauritius Public Service Commission,Public-service recruitment,Civil Service Portal,Indian Ocean,Mauritius,,,Not Available,,2026-07-20,Official commission,,https://psc.govmu.org/
69,Seychelles Public Service Bureau,Government careers,Government Jobs Portal,Indian Ocean,Seychelles,,,Not Available,,2026-07-20,Official bureau,,https://www.psb.gov.sc/
70,Madagascar Ministry of Public Service,Civil-service information,Civil Service Portal,Indian Ocean,Madagascar,,,Not Available,,2026-07-20,Official ministry,,https://www.fonction-publique.gov.mg/
71,Burundi Ministry of Public Service,Civil-service information,Civil Service Portal,Africa,Burundi,,,Not Available,,2026-07-20,Official ministry,,https://fonctionpublique.gov.bi/
72,Central African Republic Public Service,Civil-service information,Civil Service Portal,Africa,Central African Republic,,,Not Available,,2026-07-20,Official portal,,https://fonctionpublique.gouv.cf/
73,Chad Ministry of Public Service,Civil-service information,Civil Service Portal,Africa,Chad,,,Not Available,,2026-07-20,Official ministry,,https://fonctionpublique.gouv.td/
74,South Sudan Ministry of Public Service and HR Development,Public-service recruitment,Civil Service Portal,Africa,South Sudan,,,Not Available,,2026-07-20,Official ministry,,https://mpshrd.gov.ss/
75,Lesotho Public Service Commission,Public-service recruitment,Civil Service Portal,Africa,Lesotho,,,Not Available,,2026-07-20,Official commission,,https://psc.gov.ls/
76,Eswatini Government Jobs,Government vacancies,Government Jobs Portal,Africa,Eswatini,,,Not Available,,2026-07-20,Use official government vacancy notices,,https://www.gov.sz/
77,African Union Careers,Regional public-sector careers,Regional & Multilateral Careers,Africa,Africa,,,Not Available,,2026-07-20,African Union career portal,,https://careers.au.int/
78,AUDA-NEPAD Careers,Regional development careers,Regional & Multilateral Careers,Africa,Africa,,,Not Available,,2026-07-20,Official AUDA-NEPAD careers,,https://www.nepad.org/careers
79,African Development Bank Careers,Public international institution careers,Public Financial Institution Careers,Africa,Africa,,,Not Available,,2026-07-20,Official careers portal,,https://www.afdb.org/en/about-us/careers
80,Afreximbank Careers,Regional finance careers,Public Financial Institution Careers,Africa,Africa,,,Not Available,,2026-07-20,Official careers page,,https://www.afreximbank.com/careers/
81,BCEAO Recruitment,Regional public institution careers,Public Financial Institution Careers,Africa,West Africa,,,Not Available,,2026-07-20,Official recruitment notices,,https://www.bceao.int/content/avis-de-recrutement
82,ECOWAS Careers,Regional public-sector careers,Regional & Multilateral Careers,Africa,West Africa,,,Not Available,,2026-07-20,Official careers page,,https://ecowas.int/careers/
83,East African Community Jobs,Regional public-sector careers,Regional & Multilateral Careers,Africa,East Africa,,,Not Available,,2026-07-20,Official employment page,,https://www.eac.int/opportunities/employment
84,COMESA Opportunities,Regional public-sector careers,Regional & Multilateral Careers,Africa,Eastern & Southern Africa,,,Not Available,,2026-07-20,Official opportunities page,,https://www.comesa.int/opportunities/
85,SADC Careers,Regional public-sector careers,Regional & Multilateral Careers,Africa,Southern Africa,,,Not Available,,2026-07-20,Official employment page,,https://www.sadc.int/opportunities/employment
86,Arab Monetary Fund Careers,Regional public institution careers,Public Financial Institution Careers,Arab Region,Arab Region,,,Not Available,,2026-07-20,Official careers,,https://www.amf.org.ae/en/career
87,Islamic Development Bank Careers,Development-bank careers,Public Financial Institution Careers,Global,Arab / Member Countries,,,Not Available,,2026-07-20,Official careers portal,,https://www.isdb.org/careers
88,GCC Secretariat Careers,GCC institutional careers,Regional & Multilateral Careers,GCC & Middle East,GCC,,,Not Available,,2026-07-20,Monitor official announcements,,https://www.gcc-sg.org/
89,Central Bank of Egypt Careers,Public financial institution careers,Public Financial Institution Careers,Egypt,Egypt,,,Not Available,,2026-07-20,Official careers page,,https://www.cbe.org.eg/en/careers
90,Saudi Central Bank Careers,Public financial institution careers,Public Financial Institution Careers,GCC & Middle East,Saudi Arabia,,,Not Available,,2026-07-20,Official careers portal,,https://careers.sama.gov.sa/
91,Central Bank of the UAE Careers,Public financial institution careers,Public Financial Institution Careers,GCC & Middle East,United Arab Emirates,,,Not Available,,2026-07-20,Official careers page,,https://www.centralbank.ae/en/about/careers/
92,Qatar Central Bank Careers,Public financial institution careers,Public Financial Institution Careers,GCC & Middle East,Qatar,,,Not Available,,2026-07-20,Monitor official announcements,,https://www.qcb.gov.qa/
93,Central Bank of Bahrain Careers,Public financial institution careers,Public Financial Institution Careers,GCC & Middle East,Bahrain,,,Not Available,,2026-07-20,Official careers page,,https://www.cbb.gov.bh/careers/
94,Bank of Ghana Careers,Public financial institution careers,Public Financial Institution Careers,Africa,Ghana,,,Not Available,,2026-07-20,Official careers page,,https://www.bog.gov.gh/careers/
95,Central Bank of Kenya Careers,Public financial institution careers,Public Financial Institution Careers,Africa,Kenya,,,Not Available,,2026-07-20,Official careers page,,https://www.centralbank.go.ke/careers/
96,South African Reserve Bank Careers,Public financial institution careers,Public Financial Institution Careers,Africa,South Africa,,,Not Available,,2026-07-20,Official careers page,,https://www.resbank.co.za/en/home/about-us/Careers
97,Arab Fund for Economic and Social Development Careers,Regional public institution careers,Regional & Multilateral Careers,Arab Region,Arab Region,,,Not Available,,2026-07-20,Official careers page,,https://www.arabfund.org/careers/
98,OPEC Fund for International Development Careers,Development finance careers,Public Financial Institution Careers,Global,Global / MENA,,,Not Available,,2026-07-20,Official careers page,,https://opecfund.org/careers
99,West African Development Bank Careers,Regional development careers,Public Financial Institution Careers,Africa,West Africa,,,Not Available,,2026-07-20,Official careers page,,https://www.boad.org/en/careers/
100,IGAD Careers,Regional public-sector careers,Regional & Multilateral Careers,Africa,Horn of Africa,,,Not Available,,2026-07-20,Official careers page,,https://igad.int/careers/
101,Central Agency for Organization and Administration,Government careers and procurement search,Government Careers / Procurement,Egypt,Egypt,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Central+Agency+for+Organization+and+Administration%22+jobs+vacancies+tenders
102,Ministry of Communications and Information Technology,Government careers and procurement search,Government Careers / Procurement,Egypt,Egypt,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Ministry+of+Communications+and+Information+Technology%22+jobs+vacancies+tenders
103,Ministry of Health and Population,Government careers and procurement search,Government Careers / Procurement,Egypt,Egypt,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Ministry+of+Health+and+Population%22+jobs+vacancies+tenders
104,Digital Egypt,Government careers and procurement search,Government Careers / Procurement,Egypt,Egypt,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Digital+Egypt%22+jobs+vacancies+tenders
105,Egypt Government — Ict Jobs,Live government search,Government Live Search,Egypt,Egypt,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Egypt+government+ICT+jobs+2026
106,Egypt Government — Digital Transformation Jobs,Live government search,Government Live Search,Egypt,Egypt,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Egypt+government+digital+transformation+jobs+2026
107,Egypt Government — Technology Tenders,Live government search,Government Live Search,Egypt,Egypt,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Egypt+government+technology+tenders+2026
108,Egypt Government — Consulting Opportunities,Live government search,Government Live Search,Egypt,Egypt,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Egypt+government+consulting+opportunities+2026
109,Jadarat National Employment Platform,Government careers and procurement search,Government Careers / Procurement,GCC,Saudi Arabia,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Jadarat+National+Employment+Platform%22+jobs+vacancies+tenders
110,Digital Government Authority,Government careers and procurement search,Government Careers / Procurement,GCC,Saudi Arabia,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Digital+Government+Authority%22+jobs+vacancies+tenders
111,Ministry of Communications and Information Technology,Government careers and procurement search,Government Careers / Procurement,GCC,Saudi Arabia,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Ministry+of+Communications+and+Information+Technology%22+jobs+vacancies+tenders
112,Saudi Data and AI Authority,Government careers and procurement search,Government Careers / Procurement,GCC,Saudi Arabia,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Saudi+Data+and+AI+Authority%22+jobs+vacancies+tenders
113,Saudi Arabia Government — Ict Jobs,Live government search,Government Live Search,GCC,Saudi Arabia,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Saudi+Arabia+government+ICT+jobs+2026
114,Saudi Arabia Government — Digital Transformation Jobs,Live government search,Government Live Search,GCC,Saudi Arabia,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Saudi+Arabia+government+digital+transformation+jobs+2026
115,Saudi Arabia Government — Technology Tenders,Live government search,Government Live Search,GCC,Saudi Arabia,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Saudi+Arabia+government+technology+tenders+2026
116,Saudi Arabia Government — Consulting Opportunities,Live government search,Government Live Search,GCC,Saudi Arabia,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Saudi+Arabia+government+consulting+opportunities+2026
117,Federal Authority for Government Human Resources,Government careers and procurement search,Government Careers / Procurement,GCC,United Arab Emirates,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Federal+Authority+for+Government+Human+Resources%22+jobs+vacancies+tenders
118,UAE Digital Government,Government careers and procurement search,Government Careers / Procurement,GCC,United Arab Emirates,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22UAE+Digital+Government%22+jobs+vacancies+tenders
119,Department of Government Enablement Abu Dhabi,Government careers and procurement search,Government Careers / Procurement,GCC,United Arab Emirates,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Department+of+Government+Enablement+Abu+Dhabi%22+jobs+vacancies+tenders
120,Digital Dubai,Government careers and procurement search,Government Careers / Procurement,GCC,United Arab Emirates,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Digital+Dubai%22+jobs+vacancies+tenders
121,United Arab Emirates Government — Ict Jobs,Live government search,Government Live Search,GCC,United Arab Emirates,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=United+Arab+Emirates+government+ICT+jobs+2026
122,United Arab Emirates Government — Digital Transformation Jobs,Live government search,Government Live Search,GCC,United Arab Emirates,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=United+Arab+Emirates+government+digital+transformation+jobs+2026
123,United Arab Emirates Government — Technology Tenders,Live government search,Government Live Search,GCC,United Arab Emirates,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=United+Arab+Emirates+government+technology+tenders+2026
124,United Arab Emirates Government — Consulting Opportunities,Live government search,Government Live Search,GCC,United Arab Emirates,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=United+Arab+Emirates+government+consulting+opportunities+2026
125,Kawader National E-Recruitment Portal,Government careers and procurement search,Government Careers / Procurement,GCC,Qatar,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Kawader+National+E-Recruitment+Portal%22+jobs+vacancies+tenders
126,Ministry of Communications and Information Technology Qatar,Government careers and procurement search,Government Careers / Procurement,GCC,Qatar,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Ministry+of+Communications+and+Information+Technology+Qatar%22+jobs+vacancies+tenders
127,Civil Service and Government Development Bureau,Government careers and procurement search,Government Careers / Procurement,GCC,Qatar,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Civil+Service+and+Government+Development+Bureau%22+jobs+vacancies+tenders
128,Hukoomi,Government careers and procurement search,Government Careers / Procurement,GCC,Qatar,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Hukoomi%22+jobs+vacancies+tenders
129,Qatar Government — Ict Jobs,Live government search,Government Live Search,GCC,Qatar,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Qatar+government+ICT+jobs+2026
130,Qatar Government — Digital Transformation Jobs,Live government search,Government Live Search,GCC,Qatar,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Qatar+government+digital+transformation+jobs+2026
131,Qatar Government — Technology Tenders,Live government search,Government Live Search,GCC,Qatar,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Qatar+government+technology+tenders+2026
132,Qatar Government — Consulting Opportunities,Live government search,Government Live Search,GCC,Qatar,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Qatar+government+consulting+opportunities+2026
133,Ministry of Labour Oman,Government careers and procurement search,Government Careers / Procurement,GCC,Oman,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Ministry+of+Labour+Oman%22+jobs+vacancies+tenders
134,Oman eGovernment Services,Government careers and procurement search,Government Careers / Procurement,GCC,Oman,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Oman+eGovernment+Services%22+jobs+vacancies+tenders
135,Ministry of Transport Communications and Information Technology,Government careers and procurement search,Government Careers / Procurement,GCC,Oman,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Ministry+of+Transport+Communications+and+Information+Technology%22+jobs+vacancies+tenders
136,Oman Tender Board,Government careers and procurement search,Government Careers / Procurement,GCC,Oman,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Oman+Tender+Board%22+jobs+vacancies+tenders
137,Oman Government — Ict Jobs,Live government search,Government Live Search,GCC,Oman,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Oman+government+ICT+jobs+2026
138,Oman Government — Digital Transformation Jobs,Live government search,Government Live Search,GCC,Oman,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Oman+government+digital+transformation+jobs+2026
139,Oman Government — Technology Tenders,Live government search,Government Live Search,GCC,Oman,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Oman+government+technology+tenders+2026
140,Oman Government — Consulting Opportunities,Live government search,Government Live Search,GCC,Oman,,Medium,Available,,2026-07-20,Live search for public-sector roles and projects.,,https://www.google.com/search?q=Oman+government+consulting+opportunities+2026
141,Civil Service Commission Kuwait,Government careers and procurement search,Government Careers / Procurement,GCC,Kuwait,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Civil+Service+Commission+Kuwait%22+jobs+vacancies+tenders
142,Central Agency for Information Technology,Government careers and procurement search,Government Careers / Procurement,GCC,Kuwait,,Medium,Monitoring,,2026-07-20,"Search official vacancies, digital programmes, tenders and consultancy opportunities.",,https://www.google.com/search?q=%22Central+Agency+for+Information+Technology%22+jobs+vacancies+tenders
