id,title,industry,region,availability_status,priority_tier,source_quality,last_checked,url,notes
company-00028,CEMEX,Building Materials,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://jobs.cemex.com/,"Building materials, manufacturing, supply chain, digital and operations"
company-00029,Holcim,Building Materials,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.holcim.com/careers,"Building materials, manufacturing, supply chain, digital and sustainability"
company-00030,ICON plc,Clinical Research,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.iconplc.com/,"Clinical research, data, digital platforms and operations"
company-00031,Parexel,Clinical Research,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://jobs.parexel.com/,"Clinical research, data, digital and project delivery"
company-00032,Syneos Health,Clinical Research,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.syneoshealth.com/careers,"Clinical research, consulting, digital and data"
company-00033,Deloitte,Consulting & Professional Services,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.deloitte.com/global/en/careers.html,"Technology consulting, cyber, data, enterprise systems and transformation"
company-00034,EY,Consulting & Professional Services,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.ey.com/,"Technology consulting, data, cyber, enterprise systems and transformation"
company-00035,KPMG,Consulting & Professional Services,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://kpmg.com/xx/en/home/careers.html,"Technology consulting, data, cyber, governance and transformation"
company-00036,PwC,Consulting & Professional Services,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.pwc.com/gx/en/careers.html,"Technology consulting, data, cyber, enterprise systems and transformation"
company-00037,Accenture,Consulting & Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.accenture.com/us-en/careers,"Strategy, technology, cloud, data, digital transformation and operations"
company-00038,Capgemini,Consulting & Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.capgemini.com/careers/,"Technology consulting, cloud, data, applications and transformation"
company-00039,Cognizant,Consulting & Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.cognizant.com/global-en/,"Technology consulting, applications, data, cloud and digital transformation"
company-00040,DXC Technology,Consulting & Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.dxc.com/,"Enterprise systems, cloud, applications, data and IT services"
company-00041,Infosys,Consulting & Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.infosys.com/careers/,"Technology consulting, enterprise applications, data and transformation"
company-00042,NTT DATA,Consulting & Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.nttdata.com/,"Technology consulting, enterprise applications, data and infrastructure"
company-00043,Tata Consultancy Services,Consulting & Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.tcs.com/careers,"Technology consulting, applications, data, cloud and digital transformation"
company-00044,Tech Mahindra,Consulting & Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.techmahindra.com/,"Technology consulting, telecom, applications, data and transformation"
company-00045,Wipro,Consulting & Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.wipro.com/,"Technology consulting, cloud, data, applications and operations"
company-00046,Fortinet,Cybersecurity,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.fortinet.com/corporate/careers,"Cybersecurity, networks, cloud and enterprise technology"
company-00047,Palo Alto Networks,Cybersecurity,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://jobs.paloaltonetworks.com/,"Cybersecurity, cloud, data and enterprise services"
company-00048,Careem,E-commerce & Mobility,Egypt · GCC,Career Page Available,Priority 1,A,2026-07-24,https://www.careem.com/en-AE/careers,"Mobility, delivery, fintech, product and technology"
company-00049,Amazon,E-commerce & Supply Chain,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.amazon.jobs/,"E-commerce, cloud, operations, program management, supply chain and data"
company-00050,Jumia,E-commerce & Supply Chain,Egypt · Africa,Career Page Available,Priority 1,A,2026-07-24,https://group.jumia.com/careers,"E-commerce, logistics, fintech, data and technology"
company-00051,noon,E-commerce & Supply Chain,Egypt · GCC,Career Page Available,Priority 1,A,2026-07-24,https://www.noon.com/uae-en/careers/,"E-commerce, fulfillment, logistics, product and technology"
company-00052,talabat,E-commerce & Supply Chain,Egypt · GCC,Career Page Available,Priority 1,A,2026-07-24,https://careers.deliveryhero.com/talabat,"Delivery, logistics, product, data and technology"
company-00053,ACWA Power,Energy & Infrastructure,GCC & Middle East,Career Page Available,Priority 1,B,2026-07-20,https://careers.acwapower.com/,
company-00054,ACWA Power,Energy & Infrastructure,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.acwapower.com/,"Power, water, renewables, digital and project delivery"
company-00055,ADNOC,Energy & Infrastructure,GCC & Middle East,Career Page Available,Priority 1,B,2026-07-20,https://jobs.adnoc.ae/,
company-00056,ADNOC,Energy & Infrastructure,UAE · GCC,Career Page Available,Priority 1,A,2026-07-24,https://jobs.adnoc.ae/,"Energy, digital, data, supply chain and major projects"
company-00057,bp,Energy & Infrastructure,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.bp.com/en/global/corporate/careers.html,"Energy, digital, data, supply chain and major projects"
company-00058,Elsewedy Electric,Energy & Infrastructure,Egypt,Career Page Available,Priority 1,B,2026-07-20,https://www.elsewedyelectric.com/en/careers/,
company-00059,Elsewedy Electric,Energy & Infrastructure,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.elsewedyelectric.com/en/careers,"Energy, infrastructure, digital, manufacturing and projects"
company-00060,ExxonMobil,Energy & Infrastructure,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://jobs.exxonmobil.com/,"Energy, technology, data, supply chain and operations"
company-00061,Masdar,Energy & Infrastructure,GCC & Middle East,Career Page Available,Priority 1,B,2026-07-20,https://masdar.ae/en/careers,
company-00062,Masdar,Energy & Infrastructure,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://masdar.ae/en/careers,"Renewable energy, digital, data and project delivery"
company-00063,QatarEnergy,Energy & Infrastructure,GCC & Middle East,Career Page Available,Priority 1,B,2026-07-20,https://careerportal.qatarenergy.qa/jobs,
company-00064,QatarEnergy,Energy & Infrastructure,Qatar · GCC,Career Page Available,Priority 1,A,2026-07-24,https://careers.qatarenergy.qa/,"Energy, digital, data, supply chain and major projects"
company-00065,SABIC,Energy & Infrastructure,GCC & Middle East,Career Page Available,Priority 1,B,2026-07-20,https://www.sabic.com/en/careers,
company-00066,Saudi Aramco,Energy & Infrastructure,Saudi Arabia · GCC,Career Page Available,Priority 1,A,2026-07-24,https://www.aramco.com/en/careers,"Energy, digital, data, supply chain and major projects"
company-00067,Shell,Energy & Infrastructure,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.shell.com/careers.html,"Energy, digital, data, supply chain, projects and technology"
company-00068,TotalEnergies,Energy & Infrastructure,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.totalenergies.com/,"Energy, digital, data, supply chain and projects"
company-00069,Baker Hughes,Energy Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.bakerhughes.com/,"Energy technology, digital, data, supply chain and projects"
company-00070,GE Vernova,Energy Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.gevernova.com/,"Energy technology, grid, software, digital and project delivery"
company-00071,Halliburton,Energy Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://jobs.halliburton.com/,"Energy services, technology, digital, data and operations"
company-00072,Hitachi Energy,Energy Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.hitachienergy.com/careers,"Grid technology, digital, data and project delivery"
company-00073,SLB,Energy Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.slb.com/,"Energy technology, digital, data, operations and projects"
company-00074,Hassan Allam Holding,Engineering & Infrastructure,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.hassanallam.com/careers,"Engineering, construction, utilities, project delivery and technology"
company-00075,Orascom Construction,Engineering & Infrastructure,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.orascom.com/careers/,"Engineering, construction, project delivery and digital operations"
company-00076,Salesforce,Enterprise Software,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.salesforce.com/,"CRM, cloud, AI, data and digital transformation"
company-00077,SAP,Enterprise Software,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://jobs.sap.com/,"ERP, cloud, data, enterprise architecture and digital transformation"
company-00078,ServiceNow,Enterprise Software,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.servicenow.com/,"Enterprise workflow, cloud, AI and digital transformation"
company-00079,Beiersdorf,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.beiersdorf.com/career,"Consumer health and beauty, digital, data and supply chain"
company-00080,Coca-Cola HBC,FMCG & Consumer,Egypt · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.coca-colahellenic.com/,"Beverages, supply chain, technology, data and manufacturing"
company-00081,Colgate-Palmolive,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://jobs.colgate.com/,"Consumer goods, supply chain, manufacturing, digital and data"
company-00082,Danone,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.danone.com/,"Food and nutrition, supply chain, digital and manufacturing"
company-00083,General Mills,FMCG & Consumer,GCC · Africa · Global,Career Page Available,Priority 1,A,2026-07-24,https://careers.generalmills.com/,"Food, supply chain, manufacturing, digital and data"
company-00084,HEINEKEN,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.theheinekencompany.com/,"Beverages, supply chain, manufacturing, digital and data"
company-00085,JDE Peet's,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.jdepeets.com/,"Coffee, supply chain, manufacturing, digital and data"
company-00086,Kimberly-Clark,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.kimberly-clark.com/,"Consumer goods, supply chain, digital, data and manufacturing"
company-00087,Kraft Heinz,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.kraftheinz.com/,"Food, supply chain, manufacturing, digital and data"
company-00088,L'Oréal,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.loreal.com/,"Beauty, digital, data, supply chain and commercial operations"
company-00089,Mars,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.mars.com/,"Food, petcare, supply chain, digital and manufacturing"
company-00090,Mondelez International,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.mondelezinternational.com/,"Food, supply chain, manufacturing, digital and data"
company-00091,Nestlé,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.nestle.com/jobs,"Food, supply chain, IT, data, procurement and manufacturing"
company-00092,PepsiCo,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.pepsicojobs.com/,"Food and beverage, supply chain, digital, data and manufacturing"
company-00093,Procter & Gamble,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.pgcareers.com/,"Consumer goods, supply network, digital, data and manufacturing"
company-00094,Reckitt,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.reckitt.com/,"Consumer health, hygiene, supply chain, digital and data"
company-00095,The Coca-Cola Company,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.coca-colacompany.com/,"Beverages, digital, data, supply chain and commercial operations"
company-00096,Unilever,FMCG & Consumer,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.unilever.com/,"Consumer goods, supply chain, digital, data and global operations"
company-00097,Henkel,FMCG & Industrial,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.henkel.com/careers,"Consumer brands, adhesives, supply chain, digital and manufacturing"
company-00098,Mastercard,Financial Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://careers.mastercard.com/,"Payments, data, cybersecurity, consulting and digital transformation"
company-00099,Visa,Financial Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://corporate.visa.com/en/careers.html,"Payments, data, consulting, cybersecurity and digital transformation"
company-00100,Philips,Health Technology,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.careers.philips.com/,"Health technology, digital health, informatics and enterprise services"
company-00101,Abbott,Healthcare & Diagnostics,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.jobs.abbott/,"Diagnostics, medical devices, nutrition, digital and supply chain"
company-00102,Abbott,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://www.jobs.abbott/,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms
company-00103,AbbVie,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://careers.abbvie.com/,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00104,Amgen,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://careers.amgen.com/,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management
company-00105,Amoun Pharmaceutical,Healthcare & Life Sciences,Africa,Career Page Available,Priority 1,B,2026-07-20,https://www.amoun.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
company-00106,AstraZeneca,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://careers.astrazeneca.com/,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00107,Boehringer Ingelheim,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://jobs.boehringer-ingelheim.com/,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00108,Boston Scientific,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://jobs.bostonscientific.com/,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms
company-00109,Burjeel Holdings,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,C,2026-07-20,https://www.google.com/search?q=%22Burjeel+Holdings%22+careers+digital+health+IT+data+jobs,"Search digital health, enterprise systems, data, architecture and transformation roles."
company-00110,Danaher,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://jobs.danaher.com/,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity
company-00111,EVA Pharma,Healthcare & Life Sciences,Africa,Career Page Available,Priority 1,B,2026-07-20,https://www.evapharma.com/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
company-00112,EVA Pharma,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,C,2026-07-20,https://www.google.com/search?q=%22EVA+Pharma%22+careers+digital+health+IT+data+jobs,"Search digital health, enterprise systems, data, architecture and transformation roles."
company-00113,GE HealthCare,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://careers.gehealthcare.com/,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms
company-00114,GSK,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://jobs.gsk.com/,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00115,Hassan Allam Holding,Healthcare & Life Sciences,Egypt,Career Page Available,Priority 1,B,2026-07-20,https://www.hassanallam.com/careers,
company-00116,Hikma Pharmaceuticals,Healthcare & Life Sciences,GCC & Middle East,Career Page Available,Priority 1,B,2026-07-20,https://www.hikma.com/careers/,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00117,Hikma Pharmaceuticals,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,C,2026-07-20,https://www.google.com/search?q=%22Hikma+Pharmaceuticals%22+careers+digital+health+IT+data+jobs,"Search digital health, enterprise systems, data, architecture and transformation roles."
company-00118,Julphar,Healthcare & Life Sciences,GCC & Middle East,Career Page Available,Priority 1,B,2026-07-20,https://www.julphar.net/en/careers,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00119,Mediclinic Middle East,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,C,2026-07-20,https://www.google.com/search?q=%22Mediclinic+Middle+East%22+careers+digital+health+IT+data+jobs,"Search digital health, enterprise systems, data, architecture and transformation roles."
company-00120,Medtronic,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://www.medtronic.com/en-us/our-company/careers.html,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms
company-00121,Novartis,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://www.novartis.com/careers,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00122,Novo Nordisk,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://www.novonordisk.com/careers.html,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00123,Orascom Construction,Healthcare & Life Sciences,Egypt,Career Page Available,Priority 1,B,2026-07-20,https://www.orascom.com/careers/,
company-00124,Pfizer,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://www.pfizer.com/about/careers,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00125,PureHealth,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,C,2026-07-20,https://www.google.com/search?q=%22PureHealth%22+careers+digital+health+IT+data+jobs,"Search digital health, enterprise systems, data, architecture and transformation roles."
company-00126,Rameda,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,C,2026-07-20,https://www.google.com/search?q=%22Rameda%22+careers+digital+health+IT+data+jobs,"Search digital health, enterprise systems, data, architecture and transformation roles."
company-00127,Roche,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://careers.roche.com/,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00128,Sandoz,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://www.sandoz.com/careers,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00129,Sanofi,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://jobs.sanofi.com/,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00130,Servier,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://servier.com/en/join-us/,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00131,Siemens Healthineers,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://www.siemens-healthineers.com/careers,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms
company-00132,SPIMACO,Healthcare & Life Sciences,GCC & Middle East,Career Page Available,Priority 1,B,2026-07-20,https://www.spimaco.com.sa/careers/,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00133,Stryker,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://careers.stryker.com/,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms
company-00134,Thermo Fisher Scientific,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://jobs.thermofisher.com/,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity
company-00135,Viatris,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://www.viatris.com/en/careers,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance
company-00136,Zimmer Biomet,Healthcare & Life Sciences,Global,Career Page Available,Priority 1,B,2026-07-20,https://careers.zimmerbiomet.com/,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms
company-00137,Fresenius,Healthcare & MedTech,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://career.fresenius.com/,"Healthcare services, dialysis, digital and supply chain"
company-00138,Johnson & Johnson,Healthcare & MedTech,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.careers.jnj.com/,"Innovative medicine, medtech, digital health and supply chain"
company-00139,IQVIA,Healthcare Data & Consulting,Egypt · GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://jobs.iqvia.com/,"Healthcare analytics, consulting, data, technology and clinical research"
company-00140,Aga Khan Health Services,Healthcare Provider,Africa · Global,Career Page Available,Priority 1,A,2026-07-24,https://www.aku.edu/careers/Pages/home.aspx,"Hospitals, health systems, data, education and development"
company-00141,Aster DM Healthcare,Healthcare Provider,GCC · Africa,Career Page Available,Priority 1,A,2026-07-24,https://www.asterdmhealthcare.com/careers,"Hospitals, clinics, pharmacies, health IT and operations"
company-00142,Burjeel Holdings,Healthcare Provider,UAE · GCC,Career Page Available,Priority 1,A,2026-07-24,https://burjeelholdings.com/careers/,"Hospitals, healthcare technology, data and operations"
company-00143,Cleveland Clinic Abu Dhabi,Healthcare Provider,UAE · GCC,Career Page Available,Priority 1,A,2026-07-24,https://www.clevelandclinicabudhabi.ae/en/careers,"Hospital services, health IT, data and clinical operations"
company-00144,Dr. Sulaiman Al Habib Medical Group,Healthcare Provider,Saudi Arabia · GCC,Career Page Available,Priority 1,A,2026-07-24,https://hmg.com/en/Pages/Careers.aspx,"Hospitals, digital health, health IT and operations"
company-00145,Fakeeh Care Group,Healthcare Provider,Saudi Arabia · GCC,Career Page Available,Priority 1,A,2026-07-24,https://fakeeh.care/careers,"Hospitals, digital health, data and operations"
