id,record_type,category,title,organization,subtitle,role_family,type,industry,region,country,location,availability_status,published_date,expiry_date,last_checked,posted_text,source,source_quality,source_quality_label,verification_level,match_score,fit,priority_tier,url,notes
source-00011,Source Directory,source,GulfTalent,Middle East professional jobs,Middle East professional jobs,Official platform source,Official platform source,,GCC,Middle East,,Active Source,,,2026-07-20,,Official platform,B,Recognized job platform,Platform,52,Low,,https://www.gulftalent.com/jobs,Used for Gulf and Middle East searches and recent market counts.
source-00012,Source Directory,source,Bayt,MENA job platform,MENA job platform,Official platform source,Official platform source,,Arab Region,MENA,,Active Source,,,2026-07-20,,Official platform,B,Recognized job platform,Platform,48,Low,,https://www.bayt.com/en/international/jobs/,Used for Middle East and North Africa searches.
source-00013,Source Directory,source,WUZZUF,Egypt jobs platform,Egypt jobs platform,Official platform source,Official platform source,,Egypt,Egypt,,Active Source,,,2026-07-20,,Official platform,B,Recognized job platform,Platform,53,Low,,https://wuzzuf.net/jobs/egypt,Used for current Egypt searches and category coverage.
source-00014,Source Directory,source,Naukrigulf,Gulf jobs platform,Gulf jobs platform,Official platform source,Official platform source,,GCC,GCC / Middle East,,Active Source,,,2026-07-20,,Official platform,B,Recognized job platform,Platform,52,Low,,https://www.naukrigulf.com/,Used for Gulf-focused searches.
source-00015,Source Directory,source,BrighterMonday,East Africa jobs,East Africa jobs,Official platform source,Official platform source,,Africa,Kenya / Uganda / Tanzania,,Active Source,,,2026-07-20,,Official platform,B,Recognized job platform,Platform,50,Low,,https://www.brightermonday.co.ke/jobs,Used for East African country searches.
source-00016,Source Directory,source,Jobberman,West Africa jobs,West Africa jobs,Official platform source,Official platform source,,Africa,Nigeria / Ghana,,Active Source,,,2026-07-20,,Official platform,B,Recognized job platform,Platform,50,Low,,https://www.jobberman.com/jobs,Used for Nigeria and Ghana searches.
source-00017,Source Directory,source,Careers24,South Africa jobs,South Africa jobs,Official platform source,Official platform source,,Africa,South Africa,,Active Source,,,2026-07-20,,Official platform,B,Recognized job platform,Platform,50,Low,,https://www.careers24.com/jobs,Used for South African job searches.
source-00018,Source Directory,source,Wellfound,Startup jobs,Startup jobs,Official platform source,Official platform source,,Remote / Global,Global startups,,Active Source,,,2026-07-20,,Official platform,B,Direct organization or specialist source,Direct,52,Low,,https://wellfound.com/jobs,Used for startup and remote technology searches.
source-00019,Source Directory,source,We Work Remotely,Remote job board,Remote job board,Official platform source,Official platform source,,Remote / Global,Worldwide remote,,Active Source,,,2026-07-20,,Official platform,B,Direct organization or specialist source,Direct,52,Low,,https://weworkremotely.com/,Used for remote-first searches.
source-00020,Source Directory,source,Remotive,Curated remote jobs,Curated remote jobs,Official platform source,Official platform source,,Remote / Global,Worldwide remote,,Active Source,,,2026-07-20,,Official platform,B,Direct organization or specialist source,Direct,52,Low,,https://remotive.com/remote-jobs,Used for curated remote searches.
source-00021,Source Directory,source,Jooble,International aggregator,International aggregator,Official platform source,Official platform source,,Remote / Global,66 countries,,Active Source,,,2026-07-20,,Official platform,C,Aggregator,Aggregator,20,Low,,https://jooble.org/,Used as an international aggregator.
source-00022,Source Directory,source,Careerjet,International job search engine,International job search engine,Official platform source,Official platform source,,Remote / Global,130+ countries,,Active Source,,,2026-07-20,,Official platform,C,Aggregator,Aggregator,20,Low,,https://www.careerjet.com/,Used for broad country and keyword searches.
source-00023,Source Directory,source,Talent.com,International job search platform,International job search platform,Official platform source,Official platform source,,Remote / Global,77 countries,,Active Source,,,2026-07-20,,Official platform,C,Aggregator,Aggregator,20,Low,,https://www.talent.com/,Used for international job searches.
