title,organization,country,region,industry,availability_status,priority_tier,match_score,source,source_quality,last_checked,url,selection_basis,notes
Global Auto Group,BMW & MINI Distributor,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 1,96,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Global%20Auto%20Group%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Mercedes-Benz Egypt,Automotive & Manufacturing,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Career Page Available,Priority 1,96,Official careers,A,2026-07-29,https://group.mercedes-benz.com/careers/,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Stellantis Egypt,Automotive Group,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Career Page Available,Priority 1,96,Official careers,A,2026-07-29,https://careers.stellantis.com/,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Sumitomo Electric Wiring Systems Egypt,Automotive Components Manufacturer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 1,96,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Sumitomo%20Electric%20Wiring%20Systems%20Egypt%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Bavarian Auto Manufacturing Company,Vehicle Manufacturer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 1,95,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Bavarian%20Auto%20Manufacturing%20Company%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Egyptian International Motors,Distributor & Dealer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 1,95,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Egyptian%20International%20Motors%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Al Amal Automotive,Assembler & Distributor,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 1,94,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Al%20Amal%20Automotive%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Arab American Vehicles,Vehicle Manufacturer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 1,94,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Arab%20American%20Vehicles%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Auto Jameel Egypt,Distributor & Dealer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 1,94,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Auto%20Jameel%20Egypt%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Egyptian German Automotive,Automotive Manufacturer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 1,94,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Egyptian%20German%20Automotive%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
MTI Automotive,Luxury Brand Distributor,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 1,94,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=MTI%20Automotive%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Egyptian Automotive & Trading Company,Volkswagen & Audi Distributor,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,93,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Egyptian%20Automotive%20%26%20Trading%20Company%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Kayan Egypt,Distributor & Dealer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,93,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Kayan%20Egypt%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
NATCO,Automotive Distributor,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,93,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=NATCO%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
SMG Engineering Automotive Company,Distributor & Automotive Services,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,93,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=SMG%20Engineering%20Automotive%20Company%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Chloride Egypt,Automotive Battery Manufacturer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,92,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Chloride%20Egypt%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Dr. Greiche,Automotive Glass Manufacturer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,92,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Dr.%20Greiche%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Elsewedy Automotive,Automotive & Mobility Investment,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,92,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Elsewedy%20Automotive%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Geyushi Motors,Vehicle Assembly & Distribution,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,92,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Geyushi%20Motors%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Kasrawy Group,Automotive Distributor,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,92,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Kasrawy%20Group%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Al Futtaim Automotive Egypt,Automotive Distributor,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,91,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Al%20Futtaim%20Automotive%20Egypt%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Alkan Auto,Commercial Vehicle Distributor,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,91,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Alkan%20Auto%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
King Long Egypt,Commercial Vehicle Assembly,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,91,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=King%20Long%20Egypt%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Modern Motors,Suzuki Distributor,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,91,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Modern%20Motors%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Abou El Yazeed Group,Automotive Components Manufacturer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,90,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Abou%20El%20Yazeed%20Group%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Al Tarek Automotive,Multi-brand Dealer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,90,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Al%20Tarek%20Automotive%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Arabiat,Automotive Distributor,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,90,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Arabiat%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
ElSaba Automotive,Dealer Network,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,90,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=ElSaba%20Automotive%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Eagle Automotive,Automotive Distributor,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,89,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Eagle%20Automotive%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
IDACO,Automotive Components Manufacturer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,89,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=IDACO%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
Mobica for Advanced Industries,Automotive & Industrial Components,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,89,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=Mobica%20for%20Advanced%20Industries%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
TREDCO Engineering Industries,Automotive Components Manufacturer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,89,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=TREDCO%20Engineering%20Industries%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
AKL Auto Feeding Industries,Automotive Components Manufacturer,Egypt,Egypt,"Automotive, Mobility & Manufacturing",Live Search,Priority 2,88,Live employer job search,B,2026-07-29,https://www.linkedin.com/jobs/search/?keywords=AKL%20Auto%20Feeding%20Industries%20Egypt&sortBy=DD,"Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt","Major automotive manufacturer, assembler, agency, distributor, dealer or component company in Egypt. Target technology strategy, enterprise architecture, digital transformation, data, cloud, cybersecurity, ERP/CRM, program delivery and technology-enabled operations roles."
