id,record_type,category,title,organization,subtitle,role_family,type,industry,region,country,location,availability_status,published_date,expiry_date,last_checked,posted_text,source,source_quality,source_quality_label,verification_level,match_score,fit,priority_tier,url,notes
company-02170,Employer Career Page,company,Aster DM Healthcare,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,GCC · Africa,GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.asterdmhealthcare.com/careers,"Hospitals, clinics, pharmacies, health IT and operations"
company-00709,Employer Career Page,company,AstraZeneca,Global Pharmaceuticals,Global Pharmaceuticals,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://careers.astrazeneca.com/,"Pharmaceuticals, oncology, digital health, data and operations"
company-01004,Employer Career Page,company,AstraZeneca,Health-sector employer search,Health-sector employer search,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://careers.astrazeneca.com/,"Pharmaceuticals, oncology, digital health, data and operations"
company-01087,Employer Career Page,company,Baxter,Health-sector employer search,Health-sector employer search,Medical Technology,Medical Technology,Medical Technology,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://jobs.baxter.com/,"Hospital products, supply chain, digital and manufacturing"
company-02190,Employer Career Page,company,Baxter,Medical Technology,Medical Technology,Medical Technology,Medical Technology,Medical Technology,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://jobs.baxter.com/,"Hospital products, supply chain, digital and manufacturing"
company-02195,Employer Career Page,company,Bayer,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,82,High,Priority 1,https://career.bayer.com/,"Pharma, consumer health, crop science, data and supply chain"
company-02191,Employer Career Page,company,BD - Becton Dickinson,Medical Technology,Medical Technology,Medical Technology,Medical Technology,Medical Technology,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,82,High,Priority 1,https://jobs.bd.com/,"Medical technology, diagnostics, supply chain and digital"
company-00717,Employer Career Page,company,Boehringer Ingelheim,Global Pharmaceuticals,Global Pharmaceuticals,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://careers.boehringer-ingelheim.com/,"Human pharma, animal health, digital and operations"
company-01017,Employer Career Page,company,Boehringer Ingelheim,Health-sector employer search,Health-sector employer search,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://careers.boehringer-ingelheim.com/,"Human pharma, animal health, digital and operations"
company-02196,Employer Career Page,company,Boehringer Ingelheim,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://careers.boehringer-ingelheim.com/,"Human pharma, animal health, digital and operations"
company-00826,Employer Career Page,company,Boston Scientific,Medical Devices & Equipment,Medical Devices & Equipment,Medical Technology,Medical Technology,Medical Technology,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://jobs.bostonscientific.com/,"Medical devices, digital, data and commercial operations"
company-01084,Employer Career Page,company,Boston Scientific,Health-sector employer search,Health-sector employer search,Medical Technology,Medical Technology,Medical Technology,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://jobs.bostonscientific.com/,"Medical devices, digital, data and commercial operations"
company-01157,Employer Career Page,company,Burjeel Holdings,Health-sector employer search,Health-sector employer search,Healthcare Provider,Healthcare Provider,Healthcare Provider,UAE · GCC,UAE · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,54,Low,Priority 1,https://burjeelholdings.com/careers/,"Hospitals, healthcare technology, data and operations"
company-01488,Employer Career Page,company,Burjeel Holdings,Healthcare,Healthcare,Healthcare Provider,Healthcare Provider,Healthcare Provider,UAE · GCC,UAE · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,54,Low,Priority 1,https://burjeelholdings.com/careers/,"Hospitals, healthcare technology, data and operations"
company-01167,Employer Career Page,company,Cleveland Clinic Abu Dhabi,Health-sector employer search,Health-sector employer search,Healthcare Provider,Healthcare Provider,Healthcare Provider,UAE · GCC,UAE · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.clevelandclinicabudhabi.ae/en/careers,"Hospital services, health IT, data and clinical operations"
company-02171,Employer Career Page,company,Cleveland Clinic Abu Dhabi,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,UAE · GCC,UAE · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.clevelandclinicabudhabi.ae/en/careers,"Hospital services, health IT, data and clinical operations"
company-00883,Employer Career Page,company,Danaher,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Life Sciences & Diagnostics,Life Sciences & Diagnostics,Life Sciences & Diagnostics,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://jobs.danaher.com/,"Diagnostics, life sciences, data, digital and operations"
company-01089,Employer Career Page,company,Danaher,Health-sector employer search,Health-sector employer search,Life Sciences & Diagnostics,Life Sciences & Diagnostics,Life Sciences & Diagnostics,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://jobs.danaher.com/,"Diagnostics, life sciences, data, digital and operations"
company-01153,Employer Career Page,company,Dr. Sulaiman Al Habib Medical Group,Health-sector employer search,Health-sector employer search,Healthcare Provider,Healthcare Provider,Healthcare Provider,Saudi Arabia · GCC,Saudi Arabia · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,76,Medium,Priority 1,https://hmg.com/en/Pages/Careers.aspx,"Hospitals, digital health, health IT and operations"
company-02172,Employer Career Page,company,Dr. Sulaiman Al Habib Medical Group,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Saudi Arabia · GCC,Saudi Arabia · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,76,Medium,Priority 1,https://hmg.com/en/Pages/Careers.aspx,"Hospitals, digital health, health IT and operations"
company-01421,Employer Career Page,company,EIPICO,Pharmaceuticals,Pharmaceuticals,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Technology & Consulting,Africa,"10th of Ramadan City, Egypt",,Career Page Available,,,2026-07-20,,Official employer careers,B,Direct organization or specialist source,Direct,65,Medium,Priority 1,https://www.eipico.com.eg/,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
company-02197,Employer Career Page,company,EIPICO,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Technology & Consulting,Africa,"10th of Ramadan City, Egypt",,Career Page Available,,,2026-07-20,,Official employer careers,B,Direct organization or specialist source,Direct,65,Medium,Priority 1,https://www.eipico.com.eg/careers,IT Leadership | ERP | Digital Transformation | Business Intelligence | Systems Integration
company-00712,Employer Career Page,company,Eli Lilly and Company,Global Pharmaceuticals,Global Pharmaceuticals,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://careers.lilly.com/,"Pharma, data, digital, manufacturing and medical operations"
company-00979,Employer Career Page,company,EVA Pharma,"Egypt, Middle East & Africa","Egypt, Middle East & Africa",Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · Africa,Egypt · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,54,Low,Priority 1,https://www.evapharma.com/careers,"Pharma, manufacturing, digital, data and supply chain"
company-01055,Employer Career Page,company,EVA Pharma,Health-sector employer search,Health-sector employer search,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · Africa,Egypt · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,54,Low,Priority 1,https://www.evapharma.com/careers,"Pharma, manufacturing, digital, data and supply chain"
company-01419,Employer Career Page,company,EVA Pharma,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · Africa,Egypt · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,54,Low,Priority 1,https://www.evapharma.com/careers,"Pharma, manufacturing, digital, data and supply chain"
company-02198,Employer Career Page,company,EVA Pharma,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · Africa,Egypt · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,54,Low,Priority 1,https://www.evapharma.com/careers,"Pharma, manufacturing, digital, data and supply chain"
company-01154,Employer Career Page,company,Fakeeh Care Group,Health-sector employer search,Health-sector employer search,Healthcare Provider,Healthcare Provider,Healthcare Provider,Saudi Arabia · GCC,Saudi Arabia · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://fakeeh.care/careers,"Hospitals, digital health, data and operations"
company-02173,Employer Career Page,company,Fakeeh Care Group,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Saudi Arabia · GCC,Saudi Arabia · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://fakeeh.care/careers,"Hospitals, digital health, data and operations"
company-02167,Employer Career Page,company,Fresenius,Healthcare & MedTech,Healthcare & MedTech,Healthcare & MedTech,Healthcare & MedTech,Healthcare & MedTech,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,82,High,Priority 1,https://career.fresenius.com/,"Healthcare services, dialysis, digital and supply chain"
company-00140,Employer Career Page,organization,GE HealthCare,Global Health & Healthcare,Global Health & Healthcare,Medical Technology,Medical Technology,Medical Technology,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://careers.gehealthcare.com/,"Medical technology, digital health, data, imaging and services"
company-01080,Employer Career Page,company,GE HealthCare,Health-sector employer search,Health-sector employer search,Medical Technology,Medical Technology,Medical Technology,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://careers.gehealthcare.com/,"Medical technology, digital health, data, imaging and services"
company-00708,Employer Career Page,company,GSK,Global Pharmaceuticals,Global Pharmaceuticals,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://jobs.gsk.com/,"Pharmaceuticals, vaccines, digital, data and manufacturing"
company-01003,Employer Career Page,company,GSK,Health-sector employer search,Health-sector employer search,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://jobs.gsk.com/,"Pharmaceuticals, vaccines, digital, data and manufacturing"
company-01166,Employer Career Page,company,Hamad Medical Corporation,Health-sector employer search,Health-sector employer search,Healthcare Provider,Healthcare Provider,Healthcare Provider,Qatar · GCC,Qatar · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,76,Medium,Priority 1,https://www.hamad.qa/EN/Join-Us/Pages/default.aspx,"Hospital system, health IT, data and operations"
company-02174,Employer Career Page,company,Hamad Medical Corporation,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Qatar · GCC,Qatar · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,76,Medium,Priority 1,https://www.hamad.qa/EN/Join-Us/Pages/default.aspx,"Hospital system, health IT, data and operations"
company-01394,Employer Career Page,company,Hassan Allam Holding,Engineering & Infrastructure,Engineering & Infrastructure,"Real Estate, Construction & Hospitality","Real Estate, Construction & Hospitality",Healthcare & Life Sciences,Egypt,Egypt,,Career Page Available,,,2026-07-20,,Official employer careers,B,Direct organization or specialist source,Direct,53,Low,Priority 1,https://www.hassanallam.com/careers,"Engineering, construction, utilities, project delivery and technology"
company-01846,Employer Career Page,company,Hassan Allam Holding,Employer career search,Employer career search,"Real Estate, Construction & Hospitality","Real Estate, Construction & Hospitality",Healthcare & Life Sciences,Egypt,Egypt,,Career Page Available,,,2026-07-20,,Official employer careers,B,Direct organization or specialist source,Direct,53,Low,Priority 1,https://www.linkedin.com/jobs/search/?keywords=Hassan+Allam+Holding&sortBy=DD,"Engineering, construction, utilities, project delivery and technology"
company-00755,Employer Career Page,company,Hikma Pharmaceuticals,Global Pharmaceuticals,Global Pharmaceuticals,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,50,Low,Priority 1,https://www.hikma.com/careers/,"Pharma manufacturing, supply chain, digital and commercial operations"
company-01047,Employer Career Page,company,Hikma Pharmaceuticals,Health-sector employer search,Health-sector employer search,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,50,Low,Priority 1,https://www.hikma.com/careers/,"Pharma manufacturing, supply chain, digital and commercial operations"
company-01534,Employer Career Page,company,Hikma Pharmaceuticals,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,50,Low,Priority 1,https://www.hikma.com/careers/,"Pharma manufacturing, supply chain, digital and commercial operations"
company-00923,Employer Career Page,company,ICON plc,"CRO, Clinical Research & Pharma Services","CRO, Clinical Research & Pharma Services",Clinical Research,Clinical Research,Clinical Research,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,57,Low,Priority 1,https://careers.iconplc.com/,"Clinical research, data, digital platforms and operations"
company-00922,Employer Career Page,company,IQVIA,"CRO, Clinical Research & Pharma Services","CRO, Clinical Research & Pharma Services",Healthcare Data & Consulting,Healthcare Data & Consulting,Healthcare Data & Consulting,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,57,Low,Priority 1,https://jobs.iqvia.com/,"Healthcare analytics, consulting, data, technology and clinical research"
company-01048,Employer Career Page,company,Jamjoom Pharma,Health-sector employer search,Health-sector employer search,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Saudi Arabia · GCC · Africa,Saudi Arabia · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.jamjoompharma.com/careers/,"Pharma manufacturing, quality, supply chain and technology"
company-02199,Employer Career Page,company,Jamjoom Pharma,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Saudi Arabia · GCC · Africa,Saudi Arabia · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.jamjoompharma.com/careers/,"Pharma manufacturing, quality, supply chain and technology"
company-02168,Employer Career Page,company,Johnson & Johnson,Healthcare & MedTech,Healthcare & MedTech,Healthcare & MedTech,Healthcare & MedTech,Healthcare & MedTech,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,82,High,Priority 1,https://www.careers.jnj.com/,"Innovative medicine, medtech, digital health and supply chain"
company-00756,Employer Career Page,company,Julphar,Global Pharmaceuticals,Global Pharmaceuticals,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,UAE · GCC · Africa,UAE · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.julphar.net/careers,"Pharma manufacturing, quality, supply chain and digital"
company-01051,Employer Career Page,company,Julphar,Health-sector employer search,Health-sector employer search,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,UAE · GCC · Africa,UAE · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.julphar.net/careers,"Pharma manufacturing, quality, supply chain and digital"
company-02200,Employer Career Page,company,Julphar,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,UAE · GCC · Africa,UAE · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.julphar.net/careers,"Pharma manufacturing, quality, supply chain and digital"
company-02175,Employer Career Page,company,King Faisal Specialist Hospital & Research Centre,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Saudi Arabia · GCC,Saudi Arabia · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,82,High,Priority 1,https://www.kfshrc.edu.sa/en/home/careers,"Hospital, research, health IT, data and enterprise services"
company-01173,Employer Career Page,company,Life Healthcare,Health-sector employer search,Health-sector employer search,Healthcare Provider,Healthcare Provider,Healthcare Provider,South Africa · Africa,South Africa · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.lifehealthcare.co.za/careers/,"Hospitals, health IT, operations and clinical services"
company-02176,Employer Career Page,company,Life Healthcare,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,South Africa · Africa,South Africa · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.lifehealthcare.co.za/careers/,"Hospitals, health IT, operations and clinical services"
company-01486,Employer Career Page,company,M42,Healthcare Technology,Healthcare Technology,Healthcare Provider & Technology,Healthcare Provider & Technology,Healthcare Provider & Technology,UAE · GCC,UAE · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,54,Low,Priority 1,https://m42.ae/careers/,"Healthcare, genomics, digital health, AI, data and operations"
company-01158,Employer Career Page,company,Mediclinic Middle East,Health-sector employer search,Health-sector employer search,Healthcare Provider,Healthcare Provider,Healthcare Provider,UAE · GCC,UAE · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,54,Low,Priority 1,https://careers.mediclinic.com/MiddleEast/,"Hospitals, health IT, operations and clinical services"
company-01489,Employer Career Page,company,Mediclinic Middle East,Healthcare,Healthcare,Healthcare Provider,Healthcare Provider,Healthcare Provider,UAE · GCC,UAE · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,54,Low,Priority 1,https://careers.mediclinic.com/MiddleEast/,"Hospitals, health IT, operations and clinical services"
company-02177,Employer Career Page,company,Mediclinic Middle East,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,Healthcare Provider,UAE · GCC,UAE · GCC,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,54,Low,Priority 1,https://careers.mediclinic.com/MiddleEast/,"Hospitals, health IT, operations and clinical services"
company-00824,Employer Career Page,company,Medtronic,Medical Devices & Equipment,Medical Devices & Equipment,Medical Technology,Medical Technology,Medical Technology,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.medtronic.com/us-en/our-company/careers.html,"Medical devices, digital health, data and supply chain"
company-01078,Employer Career Page,company,Medtronic,Health-sector employer search,Health-sector employer search,Medical Technology,Medical Technology,Medical Technology,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.medtronic.com/us-en/our-company/careers.html,"Medical devices, digital health, data and supply chain"
company-02192,Employer Career Page,company,Medtronic,Medical Technology,Medical Technology,Medical Technology,Medical Technology,Medical Technology,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://www.medtronic.com/us-en/our-company/careers.html,"Medical devices, digital health, data and supply chain"
company-01007,Employer Career Page,company,MSD,Health-sector employer search,Health-sector employer search,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Pharmaceuticals & Life Sciences,Egypt · GCC · Africa,Egypt · GCC · Africa,,Career Page Available,,,2026-07-24,,Official employer careers,A,Official employer career page,Official / curated,75,Medium,Priority 1,https://jobs.msd.com/,"Pharmaceuticals, vaccines, data, digital and manufacturing"
