title,organization,country,region,industry,availability_status,priority_tier,match_score,source,source_quality,last_checked,url,selection_basis,notes
Air Arabia,Low-Cost Airline Group,United Arab Emirates,GCC,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,97,Official group careers,A,2026-07-30,https://www.airarabiagroupcareers.com/gb/en,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Saudia,Flag Carrier & Aviation Group,Saudi Arabia,GCC,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,98,Official airline careers,A,2026-07-30,https://careers.saudia.com/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Riyadh Air,Digital-First Flag Carrier,Saudi Arabia,GCC,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,99,Official airline careers,A,2026-07-30,https://www.riyadhair.com/en/careers,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Oman Air,Flag Carrier,Oman,GCC,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,95,Official airline careers,A,2026-07-30,https://services.omanair.com/tr/en/careers,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Gulf Air,Flag Carrier,Bahrain,GCC,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,95,Official airline careers,A,2026-07-30,https://www.gulfair.com/en/careers,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Kuwait Airways,Flag Carrier,Kuwait,GCC,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,95,Official airline careers,A,2026-07-30,https://careers.kuwaitairways.com/jobs/Careers/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Jazeera Airways,Low-Cost Airline,Kuwait,GCC,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,94,Official airline careers,A,2026-07-30,https://www.jazeeraairways.com/en-eg/jazeera-careers.html,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
flynas,Low-Cost Airline,Saudi Arabia,GCC,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,95,Official airline careers,A,2026-07-30,https://www.flynas.com/en/careers,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
SalamAir,Low-Cost Airline,Oman,GCC,"Airlines, Aviation & Air Transport",Career Page Available,Priority 2,92,Official airline careers,A,2026-07-30,https://www.salamair.com/en/careers,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Ethiopian Airlines,Pan-African Flag Carrier & Aviation Group,Ethiopia,Africa,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,99,Official airline vacancies,A,2026-07-30,https://corporate.ethiopianairlines.com/AboutEthiopian/careers/vacancies,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Kenya Airways,Flag Carrier & Aviation Group,Kenya,Africa,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,98,Official airline careers,A,2026-07-30,https://careers.kenya-airways.com/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
RwandAir,Flag Carrier,Rwanda,Africa,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,97,Official recruitment portal,A,2026-07-30,https://erecruitment.rwandair.com/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
South African Airways,Flag Carrier,South Africa,Africa,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,97,Official airline careers,A,2026-07-30,https://www.flysaa.com/about-us/leading-carrier/careers/lets-talk-about-talent,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Air Mauritius,Flag Carrier,Mauritius,Africa,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,96,Official airline careers,A,2026-07-30,https://www.airmauritius.com/en-ae/footer/careers,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Air Peace,Private Airline,Nigeria,Africa,"Airlines, Aviation & Air Transport",Career Page Available,Priority 1,96,Official airline careers,A,2026-07-30,https://flyairpeace.com/careers/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Royal Air Maroc,Flag Carrier,Morocco,Africa,"Airlines, Aviation & Air Transport",Official Corporate Site,Priority 1,95,Official airline site,B,2026-07-30,https://www.royalairmaroc.com/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Air Senegal,Flag Carrier,Senegal,Africa,"Airlines, Aviation & Air Transport",Official Corporate Site,Priority 2,92,Official airline site,B,2026-07-30,https://flyairsenegal.com/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
ASKY Airlines,Regional Airline,Togo,Africa,"Airlines, Aviation & Air Transport",Official Corporate Site,Priority 2,91,Official airline site,B,2026-07-30,https://www.flyasky.com/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
TAAG Angola Airlines,Flag Carrier,Angola,Africa,"Airlines, Aviation & Air Transport",Official Corporate Site,Priority 2,92,Official airline site,B,2026-07-30,https://www.taag.com/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Air Côte d’Ivoire,Flag Carrier,Côte d’Ivoire,Africa,"Airlines, Aviation & Air Transport",Official Corporate Site,Priority 2,91,Official airline site,B,2026-07-30,https://www.aircotedivoire.com/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Uganda Airlines,Flag Carrier,Uganda,Africa,"Airlines, Aviation & Air Transport",Official Corporate Site,Priority 2,91,Official airline site,B,2026-07-30,https://www.ugandaairlines.com/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Tunisair,Flag Carrier,Tunisia,Africa,"Airlines, Aviation & Air Transport",Official Corporate Site,Priority 2,91,Official airline site,B,2026-07-30,https://www.tunisair.com/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
Air Algérie,Flag Carrier,Algeria,Africa,"Airlines, Aviation & Air Transport",Official Corporate Site,Priority 2,91,Official airline site,B,2026-07-30,https://airalgerie.dz/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
LAM Mozambique Airlines,Flag Carrier,Mozambique,Africa,"Airlines, Aviation & Air Transport",Official Corporate Site,Priority 2,89,Official airline site,B,2026-07-30,https://www.lam.co.mz/,"Major airline or aviation employer operating in Egypt, the GCC or Africa","Target enterprise architecture, digital transformation, airline systems, data, cloud, cybersecurity, ERP, airport operations, cargo, customer platforms and technology programme roles."
