"id","title","subtitle","type","region","country","location","fit","status","posted","checked","notes","source","url"
"552","Chief Technology Officer","Devex","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Chief Technology Officer in Egypt using Devex.","Generated search matrix","https://www.google.com/search?q=site%3Adevex.com%2Fjobs%20%22Chief%20Technology%20Officer%22%20%22Egypt%22%20jobs"
"553","Chief Technology Officer","ReliefWeb","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Chief Technology Officer in Egypt using ReliefWeb.","Generated search matrix","https://reliefweb.int/jobs?search=Chief%20Technology%20Officer%20Egypt"
"554","Chief Technology Officer","Google Jobs","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Chief Technology Officer in Egypt using Google Jobs.","Generated search matrix","https://www.google.com/search?q=Chief%20Technology%20Officer%20jobs%20Egypt"
"1101","IT Director","LinkedIn","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using LinkedIn.","Generated search matrix","https://www.linkedin.com/jobs/search/?keywords=IT%20Director&location=Egypt&sortBy=DD"
"1102","IT Director","Indeed","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using Indeed.","Generated search matrix","https://www.indeed.com/jobs?q=IT%20Director&l=Egypt&sort=date"
"1103","IT Director","Glassdoor","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using Glassdoor.","Generated search matrix","https://www.google.com/search?q=site%3Aglassdoor.com%2FJob%20%22IT%20Director%22%20%22Egypt%22%20jobs"
"1104","IT Director","Bayt","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using Bayt.","Generated search matrix","https://www.bayt.com/en/international/jobs/it-director-jobs/"
"1105","IT Director","GulfTalent","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using GulfTalent.","Generated search matrix","https://www.google.com/search?q=site%3Agulftalent.com%20%22IT%20Director%22%20%22Egypt%22%20jobs"
"1106","IT Director","Naukrigulf","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using Naukrigulf.","Generated search matrix","https://www.google.com/search?q=site%3Anaukrigulf.com%20%22IT%20Director%22%20%22Egypt%22%20jobs"
"1107","IT Director","WUZZUF","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using WUZZUF.","Generated search matrix","https://wuzzuf.net/search/jobs/?q=IT%20Director&a=hpb"
"1108","IT Director","Careerjet","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using Careerjet.","Generated search matrix","https://www.careerjet.com/search/jobs?s=IT%20Director&l=Egypt"
"1109","IT Director","Jooble","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using Jooble.","Generated search matrix","https://jooble.org/SearchResult?rgns=Egypt&ukw=IT%20Director"
"1110","IT Director","Jobberman","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using Jobberman.","Generated search matrix","https://www.google.com/search?q=site%3Ajobberman.com%20%22IT%20Director%22%20%22Egypt%22%20jobs"
"1111","IT Director","BrighterMonday","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using BrighterMonday.","Generated search matrix","https://www.google.com/search?q=site%3Abrightermonday.co.ke%20%22IT%20Director%22%20%22Egypt%22%20jobs"
"1112","IT Director","Devex","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using Devex.","Generated search matrix","https://www.google.com/search?q=site%3Adevex.com%2Fjobs%20%22IT%20Director%22%20%22Egypt%22%20jobs"
"1113","IT Director","ReliefWeb","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using ReliefWeb.","Generated search matrix","https://reliefweb.int/jobs?search=IT%20Director%20Egypt"
"1114","IT Director","Google Jobs","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for IT Director in Egypt using Google Jobs.","Generated search matrix","https://www.google.com/search?q=IT%20Director%20jobs%20Egypt"
"1661","Director of Digital Transformation","LinkedIn","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using LinkedIn.","Generated search matrix","https://www.linkedin.com/jobs/search/?keywords=Director%20of%20Digital%20Transformation&location=Egypt&sortBy=DD"
"1662","Director of Digital Transformation","Indeed","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using Indeed.","Generated search matrix","https://www.indeed.com/jobs?q=Director%20of%20Digital%20Transformation&l=Egypt&sort=date"
"1663","Director of Digital Transformation","Glassdoor","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using Glassdoor.","Generated search matrix","https://www.google.com/search?q=site%3Aglassdoor.com%2FJob%20%22Director%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"1664","Director of Digital Transformation","Bayt","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using Bayt.","Generated search matrix","https://www.bayt.com/en/international/jobs/director-of-digital-transformation-jobs/"
"1665","Director of Digital Transformation","GulfTalent","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using GulfTalent.","Generated search matrix","https://www.google.com/search?q=site%3Agulftalent.com%20%22Director%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"1666","Director of Digital Transformation","Naukrigulf","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using Naukrigulf.","Generated search matrix","https://www.google.com/search?q=site%3Anaukrigulf.com%20%22Director%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"1667","Director of Digital Transformation","WUZZUF","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using WUZZUF.","Generated search matrix","https://wuzzuf.net/search/jobs/?q=Director%20of%20Digital%20Transformation&a=hpb"
"1668","Director of Digital Transformation","Careerjet","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using Careerjet.","Generated search matrix","https://www.careerjet.com/search/jobs?s=Director%20of%20Digital%20Transformation&l=Egypt"
"1669","Director of Digital Transformation","Jooble","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using Jooble.","Generated search matrix","https://jooble.org/SearchResult?rgns=Egypt&ukw=Director%20of%20Digital%20Transformation"
"1670","Director of Digital Transformation","Jobberman","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using Jobberman.","Generated search matrix","https://www.google.com/search?q=site%3Ajobberman.com%20%22Director%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"1671","Director of Digital Transformation","BrighterMonday","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using BrighterMonday.","Generated search matrix","https://www.google.com/search?q=site%3Abrightermonday.co.ke%20%22Director%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"1672","Director of Digital Transformation","Devex","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using Devex.","Generated search matrix","https://www.google.com/search?q=site%3Adevex.com%2Fjobs%20%22Director%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"1673","Director of Digital Transformation","ReliefWeb","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using ReliefWeb.","Generated search matrix","https://reliefweb.int/jobs?search=Director%20of%20Digital%20Transformation%20Egypt"
"1674","Director of Digital Transformation","Google Jobs","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Director of Digital Transformation in Egypt using Google Jobs.","Generated search matrix","https://www.google.com/search?q=Director%20of%20Digital%20Transformation%20jobs%20Egypt"
"2221","Head of Information Systems","LinkedIn","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using LinkedIn.","Generated search matrix","https://www.linkedin.com/jobs/search/?keywords=Head%20of%20Information%20Systems&location=Egypt&sortBy=DD"
"2222","Head of Information Systems","Indeed","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using Indeed.","Generated search matrix","https://www.indeed.com/jobs?q=Head%20of%20Information%20Systems&l=Egypt&sort=date"
"2223","Head of Information Systems","Glassdoor","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using Glassdoor.","Generated search matrix","https://www.google.com/search?q=site%3Aglassdoor.com%2FJob%20%22Head%20of%20Information%20Systems%22%20%22Egypt%22%20jobs"
"2224","Head of Information Systems","Bayt","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using Bayt.","Generated search matrix","https://www.bayt.com/en/international/jobs/head-of-information-systems-jobs/"
"2225","Head of Information Systems","GulfTalent","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using GulfTalent.","Generated search matrix","https://www.google.com/search?q=site%3Agulftalent.com%20%22Head%20of%20Information%20Systems%22%20%22Egypt%22%20jobs"
"2226","Head of Information Systems","Naukrigulf","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using Naukrigulf.","Generated search matrix","https://www.google.com/search?q=site%3Anaukrigulf.com%20%22Head%20of%20Information%20Systems%22%20%22Egypt%22%20jobs"
"2227","Head of Information Systems","WUZZUF","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using WUZZUF.","Generated search matrix","https://wuzzuf.net/search/jobs/?q=Head%20of%20Information%20Systems&a=hpb"
"2228","Head of Information Systems","Careerjet","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using Careerjet.","Generated search matrix","https://www.careerjet.com/search/jobs?s=Head%20of%20Information%20Systems&l=Egypt"
"2229","Head of Information Systems","Jooble","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using Jooble.","Generated search matrix","https://jooble.org/SearchResult?rgns=Egypt&ukw=Head%20of%20Information%20Systems"
"2230","Head of Information Systems","Jobberman","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using Jobberman.","Generated search matrix","https://www.google.com/search?q=site%3Ajobberman.com%20%22Head%20of%20Information%20Systems%22%20%22Egypt%22%20jobs"
"2231","Head of Information Systems","BrighterMonday","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using BrighterMonday.","Generated search matrix","https://www.google.com/search?q=site%3Abrightermonday.co.ke%20%22Head%20of%20Information%20Systems%22%20%22Egypt%22%20jobs"
"2232","Head of Information Systems","Devex","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using Devex.","Generated search matrix","https://www.google.com/search?q=site%3Adevex.com%2Fjobs%20%22Head%20of%20Information%20Systems%22%20%22Egypt%22%20jobs"
"2233","Head of Information Systems","ReliefWeb","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using ReliefWeb.","Generated search matrix","https://reliefweb.int/jobs?search=Head%20of%20Information%20Systems%20Egypt"
"2234","Head of Information Systems","Google Jobs","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Information Systems in Egypt using Google Jobs.","Generated search matrix","https://www.google.com/search?q=Head%20of%20Information%20Systems%20jobs%20Egypt"
"2781","Head of Enterprise Applications","LinkedIn","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using LinkedIn.","Generated search matrix","https://www.linkedin.com/jobs/search/?keywords=Head%20of%20Enterprise%20Applications&location=Egypt&sortBy=DD"
"2782","Head of Enterprise Applications","Indeed","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using Indeed.","Generated search matrix","https://www.indeed.com/jobs?q=Head%20of%20Enterprise%20Applications&l=Egypt&sort=date"
"2783","Head of Enterprise Applications","Glassdoor","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using Glassdoor.","Generated search matrix","https://www.google.com/search?q=site%3Aglassdoor.com%2FJob%20%22Head%20of%20Enterprise%20Applications%22%20%22Egypt%22%20jobs"
"2784","Head of Enterprise Applications","Bayt","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using Bayt.","Generated search matrix","https://www.bayt.com/en/international/jobs/head-of-enterprise-applications-jobs/"
"2785","Head of Enterprise Applications","GulfTalent","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using GulfTalent.","Generated search matrix","https://www.google.com/search?q=site%3Agulftalent.com%20%22Head%20of%20Enterprise%20Applications%22%20%22Egypt%22%20jobs"
"2786","Head of Enterprise Applications","Naukrigulf","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using Naukrigulf.","Generated search matrix","https://www.google.com/search?q=site%3Anaukrigulf.com%20%22Head%20of%20Enterprise%20Applications%22%20%22Egypt%22%20jobs"
"2787","Head of Enterprise Applications","WUZZUF","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using WUZZUF.","Generated search matrix","https://wuzzuf.net/search/jobs/?q=Head%20of%20Enterprise%20Applications&a=hpb"
"2788","Head of Enterprise Applications","Careerjet","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using Careerjet.","Generated search matrix","https://www.careerjet.com/search/jobs?s=Head%20of%20Enterprise%20Applications&l=Egypt"
"2789","Head of Enterprise Applications","Jooble","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using Jooble.","Generated search matrix","https://jooble.org/SearchResult?rgns=Egypt&ukw=Head%20of%20Enterprise%20Applications"
"2790","Head of Enterprise Applications","Jobberman","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using Jobberman.","Generated search matrix","https://www.google.com/search?q=site%3Ajobberman.com%20%22Head%20of%20Enterprise%20Applications%22%20%22Egypt%22%20jobs"
"2791","Head of Enterprise Applications","BrighterMonday","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using BrighterMonday.","Generated search matrix","https://www.google.com/search?q=site%3Abrightermonday.co.ke%20%22Head%20of%20Enterprise%20Applications%22%20%22Egypt%22%20jobs"
"2792","Head of Enterprise Applications","Devex","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using Devex.","Generated search matrix","https://www.google.com/search?q=site%3Adevex.com%2Fjobs%20%22Head%20of%20Enterprise%20Applications%22%20%22Egypt%22%20jobs"
"2793","Head of Enterprise Applications","ReliefWeb","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using ReliefWeb.","Generated search matrix","https://reliefweb.int/jobs?search=Head%20of%20Enterprise%20Applications%20Egypt"
"2794","Head of Enterprise Applications","Google Jobs","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Enterprise Applications in Egypt using Google Jobs.","Generated search matrix","https://www.google.com/search?q=Head%20of%20Enterprise%20Applications%20jobs%20Egypt"
"3341","Head of Digital Transformation","LinkedIn","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using LinkedIn.","Generated search matrix","https://www.linkedin.com/jobs/search/?keywords=Head%20of%20Digital%20Transformation&location=Egypt&sortBy=DD"
"3342","Head of Digital Transformation","Indeed","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using Indeed.","Generated search matrix","https://www.indeed.com/jobs?q=Head%20of%20Digital%20Transformation&l=Egypt&sort=date"
"3343","Head of Digital Transformation","Glassdoor","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using Glassdoor.","Generated search matrix","https://www.google.com/search?q=site%3Aglassdoor.com%2FJob%20%22Head%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"3344","Head of Digital Transformation","Bayt","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using Bayt.","Generated search matrix","https://www.bayt.com/en/international/jobs/head-of-digital-transformation-jobs/"
"3345","Head of Digital Transformation","GulfTalent","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using GulfTalent.","Generated search matrix","https://www.google.com/search?q=site%3Agulftalent.com%20%22Head%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"3346","Head of Digital Transformation","Naukrigulf","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using Naukrigulf.","Generated search matrix","https://www.google.com/search?q=site%3Anaukrigulf.com%20%22Head%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"3347","Head of Digital Transformation","WUZZUF","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using WUZZUF.","Generated search matrix","https://wuzzuf.net/search/jobs/?q=Head%20of%20Digital%20Transformation&a=hpb"
"3348","Head of Digital Transformation","Careerjet","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using Careerjet.","Generated search matrix","https://www.careerjet.com/search/jobs?s=Head%20of%20Digital%20Transformation&l=Egypt"
"3349","Head of Digital Transformation","Jooble","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using Jooble.","Generated search matrix","https://jooble.org/SearchResult?rgns=Egypt&ukw=Head%20of%20Digital%20Transformation"
"3350","Head of Digital Transformation","Jobberman","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using Jobberman.","Generated search matrix","https://www.google.com/search?q=site%3Ajobberman.com%20%22Head%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"3351","Head of Digital Transformation","BrighterMonday","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using BrighterMonday.","Generated search matrix","https://www.google.com/search?q=site%3Abrightermonday.co.ke%20%22Head%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"3352","Head of Digital Transformation","Devex","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using Devex.","Generated search matrix","https://www.google.com/search?q=site%3Adevex.com%2Fjobs%20%22Head%20of%20Digital%20Transformation%22%20%22Egypt%22%20jobs"
"3353","Head of Digital Transformation","ReliefWeb","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using ReliefWeb.","Generated search matrix","https://reliefweb.int/jobs?search=Head%20of%20Digital%20Transformation%20Egypt"
"3354","Head of Digital Transformation","Google Jobs","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Head of Digital Transformation in Egypt using Google Jobs.","Generated search matrix","https://www.google.com/search?q=Head%20of%20Digital%20Transformation%20jobs%20Egypt"
"3901","Enterprise Architect","LinkedIn","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Enterprise Architect in Egypt using LinkedIn.","Generated search matrix","https://www.linkedin.com/jobs/search/?keywords=Enterprise%20Architect&location=Egypt&sortBy=DD"
"3902","Enterprise Architect","Indeed","Live Platform Search","Egypt","Egypt","","High","Monitoring","","2026-07-20","Live search for Enterprise Architect in Egypt using Indeed.","Generated search matrix","https://www.indeed.com/jobs?q=Enterprise%20Architect&l=Egypt&sort=date"
